#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3185672	2939361	92.26	5352	0.17	1895	0.06	20361	0.64	218703	6.87
Ecoli	3185672	3185671	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	3185672	3185672	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3185672	3185670	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	3185672	3153387	98.98	2	0.00	1	0.00	865	0.03	31417	0.99
Bacteria_24k	3185672	3068183	96.31	400	0.01	274	0.01	11791	0.37	105024	3.30
Protists_1k	3185672	2884585	90.54	16198	0.51	31796	1.00	7561	0.24	245532	7.71
Viruses	3185672	3055275	95.91	211	0.01	60	0.00	11211	0.35	118915	3.73
Fungi_RefSeq_release	3185672	2957949	92.85	3106	0.10	622	0.02	21607	0.68	202388	6.35
Coral	3185672	3045853	95.61	590	0.02	126	0.00	19290	0.61	119813	3.76
Bird	3185672	3008828	94.45	2420	0.08	375	0.01	23717	0.74	150332	4.72
Plant	3185672	3011288	94.52	815	0.03	223	0.01	16859	0.53	156487	4.91

%Hit_no_genomes: 89.75
