#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2095292	1927654	92.00	3584	0.17	1243	0.06	13426	0.64	149385	7.13
Ecoli	2095292	2095291	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	2095292	2095292	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2095292	2095290	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	2095292	2073357	98.95	1	0.00	0	0.00	558	0.03	21376	1.02
Bacteria_24k	2095292	2014671	96.15	220	0.01	167	0.01	7949	0.38	72285	3.45
Protists_1k	2095292	1890357	90.23	10934	0.52	21429	1.02	4858	0.23	167714	8.00
Viruses	2095292	2004766	95.68	174	0.01	46	0.00	8278	0.40	82028	3.91
Fungi_RefSeq_release	2095292	1940738	92.62	2044	0.10	460	0.02	14606	0.70	137444	6.56
Coral	2095292	1999860	95.45	392	0.02	285	0.01	12612	0.60	82143	3.92
Bird	2095292	1976248	94.32	1617	0.08	237	0.01	16196	0.77	100994	4.82
Plant	2095292	1976853	94.34	531	0.03	129	0.01	11348	0.54	106431	5.08

%Hit_no_genomes: 89.41
