#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4397135	4063608	92.42	7227	0.16	2618	0.06	27275	0.62	296407	6.74
Ecoli	4397135	4397129	100.00	0	0.00	0	0.00	0	0.00	6	0.00
PhiX	4397135	4397135	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4397135	4397132	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	4397135	4355430	99.05	7	0.00	1	0.00	1148	0.03	40549	0.92
Bacteria_24k	4397135	4236683	96.35	660	0.02	424	0.01	15852	0.36	143516	3.26
Protists_1k	4397135	3988482	90.71	22073	0.50	43594	0.99	10186	0.23	332800	7.57
Viruses	4397135	4219489	95.96	322	0.01	70	0.00	15781	0.36	161473	3.67
Fungi_RefSeq_release	4397135	4088285	92.98	4170	0.09	949	0.02	29090	0.66	274641	6.25
Coral	4397135	4205120	95.63	784	0.02	298	0.01	25844	0.59	165089	3.75
Bird	4397135	4157730	94.55	3148	0.07	517	0.01	31037	0.71	204703	4.66
Plant	4397135	4160078	94.61	1170	0.03	260	0.01	23040	0.52	212587	4.83

%Hit_no_genomes: 89.91
