#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3808329	3513402	92.25	6395	0.17	2231	0.06	24706	0.65	261595	6.87
Ecoli	3808329	3808325	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	3808329	3808329	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3808329	3808327	100.00	0	0.00	0	0.00	1	0.00	1	0.00
Vectors	3808329	3770925	99.02	7	0.00	0	0.00	1058	0.03	36339	0.95
Bacteria_24k	3808329	3667480	96.30	641	0.02	387	0.01	13870	0.36	125951	3.31
Protists_1k	3808329	3446907	90.51	19533	0.51	38426	1.01	9078	0.24	294385	7.73
Viruses	3808329	3652062	95.90	258	0.01	49	0.00	14116	0.37	141844	3.72
Fungi_RefSeq_release	3808329	3535318	92.83	3858	0.10	886	0.02	25776	0.68	242491	6.37
Coral	3808329	3640012	95.57	688	0.02	316	0.01	23070	0.61	144243	3.79
Bird	3808329	3596577	94.44	2791	0.07	493	0.01	28078	0.74	180390	4.74
Plant	3808329	3598883	94.49	1020	0.03	257	0.01	20410	0.54	187759	4.93

%Hit_no_genomes: 89.69
