pos	5pC>T
1	0.0292916740635541
2	0.0292207792207792
3	0.0189647478804105
4	0.0143552935144835
5	0.011636731596256
6	0.0227272727272727
7	0.0201427842937277
8	0.0211800302571861
9	0.013483696984555
10	0.0194752502028672
11	0.0165578358208955
12	0.0145429362880886
13	0.0129679471494984
14	0.0170454545454545
15	0.0147582697201018
16	0.0144181256436663
17	0.0178389398572885
18	0.0118387909319899
19	0.0132585415604284
20	0.0138923970699672
21	0.0139755428000998
22	0.0148825065274151
23	0.0153351471679446
24	0.0141061810720698
25	0.0143324113653508
