Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Abu-APnd_001-Ex1-4E-lcwgs-1-T.1	Abu-APnd_001-Ex1-4E-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41117.0	0.0	150.0	41.0	87.12697910839799	150.0	pass	warn	fail	pass	pass	pass	pass	pass	pass	fail	fail
Abu-APnd_001-Ex1-4E-lcwgs-1-T.2	Abu-APnd_001-Ex1-4E-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41117.0	0.0	150.0	41.0	88.20196025974658	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	fail	fail
Abu-APnd_002-Ex1-4F-lcwgs-1-T.1	Abu-APnd_002-Ex1-4F-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	711666.0	0.0	150.0	41.0	64.07480885759188	150.0	pass	pass	fail	pass	pass	warn	pass	pass	warn	warn	fail
Abu-APnd_002-Ex1-4F-lcwgs-1-T.2	Abu-APnd_002-Ex1-4F-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	711666.0	0.0	150.0	41.0	67.34770956819865	150.0	pass	pass	warn	pass	warn	warn	pass	pass	warn	warn	fail
Abu-APnd_003-Ex1-4G-lcwgs-1-T.1	Abu-APnd_003-Ex1-4G-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6931725.0	0.0	150.0	39.0	61.0698590165333	150.0	pass	pass	fail	pass	pass	fail	pass	pass	warn	fail	fail
Abu-APnd_003-Ex1-4G-lcwgs-1-T.2	Abu-APnd_003-Ex1-4G-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6931725.0	0.0	150.0	39.0	64.8580806011858	150.0	pass	pass	warn	pass	pass	fail	pass	pass	warn	fail	fail
Abu-APnd_004-Ex1-4H-lcwgs-1-T.1	Abu-APnd_004-Ex1-4H-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59966.0	0.0	150.0	41.0	82.6018076910249	150.0	pass	pass	fail	pass	pass	pass	pass	pass	pass	warn	fail
Abu-APnd_004-Ex1-4H-lcwgs-1-T.2	Abu-APnd_004-Ex1-4H-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59966.0	0.0	150.0	41.0	83.88086582396691	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	fail
Abu-APnd_005-Ex1-5A-lcwgs-1-T.1	Abu-APnd_005-Ex1-5A-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	562192.0	0.0	150.0	43.0	70.76762151964886	150.0	pass	pass	fail	pass	pass	warn	pass	pass	pass	fail	fail
Abu-APnd_005-Ex1-5A-lcwgs-1-T.2	Abu-APnd_005-Ex1-5A-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	562192.0	0.0	150.0	43.0	73.56019829067615	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	fail	fail
