	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.r1	6410.0	21940.0	26912.0	27860.0	25788.0	23580.0	21098.0	18527.0	15631.0	12678.0	9883.0	7330.0	5687.0	4360.0	3114.0	2388.0	1828.0	1314.0	1115.0	922.0	770.0	662.0	752.0	1727.0	3603.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.r2	6395.0	21883.0	26917.0	27919.0	25794.0	23531.0	21098.0	18521.0	15602.0	12658.0	9848.0	7299.0	5699.0	4384.0	3110.0	2365.0	1810.0	1305.0	1088.0	912.0	775.0	758.0	882.0	2391.0	2935.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.r1	25.0	83.0	149.0	135.0	174.0	202.0	247.0	260.0	295.0	333.0	339.0	352.0	404.0	370.0	442.0	435.0	442.0	447.0	483.0	507.0	585.0	607.0	803.0	6730.0	60346.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.r2	25.0	83.0	149.0	136.0	175.0	201.0	248.0	260.0	293.0	334.0	338.0	351.0	406.0	370.0	443.0	437.0	435.0	445.0	482.0	509.0	601.0	705.0	1359.0	17012.0	49398.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.r1	62.0	219.0	340.0	376.0	341.0	303.0	327.0	275.0	231.0	199.0	176.0	159.0	102.0	89.0	76.0	48.0	60.0	51.0	47.0	39.0	49.0	39.0	38.0	202.0	709.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.r2	62.0	217.0	341.0	375.0	347.0	306.0	323.0	278.0	230.0	202.0	175.0	154.0	104.0	87.0	75.0	46.0	59.0	48.0	47.0	45.0	50.0	62.0	75.0	338.0	511.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.r1	5.0	13.0	30.0	44.0	46.0	43.0	34.0	46.0	37.0	25.0	27.0	26.0	26.0	11.0	10.0	3.0	6.0	13.0	13.0	10.0	10.0	4.0	5.0	29.0	197.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.r2	5.0	13.0	31.0	44.0	45.0	44.0	34.0	45.0	39.0	25.0	28.0	26.0	25.0	10.0	10.0	3.0	6.0	13.0	14.0	10.0	12.0	5.0	11.0	77.0	138.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.r1	59.0	281.0	355.0	376.0	383.0	337.0	321.0	260.0	198.0	182.0	141.0	117.0	69.0	62.0	52.0	29.0	45.0	41.0	23.0	37.0	37.0	33.0	35.0	178.0	608.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.r2	59.0	283.0	353.0	374.0	381.0	338.0	321.0	260.0	199.0	184.0	142.0	117.0	70.0	60.0	52.0	27.0	46.0	40.0	24.0	37.0	44.0	35.0	64.0	279.0	470.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_006-Ex1-3A-lcwgs-2-1.clmp.r1	9.0	22.0	46.0	40.0	42.0	37.0	43.0	40.0	31.0	20.0	23.0	22.0	8.0	11.0	11.0	4.0	9.0	1.0	5.0	3.0	4.0	5.0	2.0	10.0	29.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_006-Ex1-3A-lcwgs-2-1.clmp.r2	9.0	21.0	46.0	40.0	43.0	38.0	40.0	41.0	33.0	20.0	24.0	23.0	8.0	10.0	11.0	5.0	9.0	1.0	4.0	3.0	5.0	4.0	1.0	17.0	21.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_007-Ex1-4A-lcwgs-1-1.clmp.r1	1078.0	4448.0	6548.0	7437.0	7593.0	7959.0	8356.0	8622.0	8230.0	7061.0	5986.0	4777.0	3737.0	2777.0	1937.0	1465.0	1126.0	858.0	714.0	490.0	403.0	371.0	339.0	686.0	2053.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_007-Ex1-4A-lcwgs-1-1.clmp.r2	1080.0	4443.0	6525.0	7450.0	7619.0	7967.0	8370.0	8575.0	8207.0	7087.0	6004.0	4753.0	3680.0	2782.0	1941.0	1462.0	1119.0	833.0	695.0	468.0	409.0	382.0	404.0	1132.0	1664.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_007-Ex1-4A-lcwgs-2-1.clmp.r1	5.0	16.0	25.0	33.0	38.0	46.0	34.0	35.0	27.0	32.0	31.0	17.0	22.0	6.0	12.0	5.0	7.0	5.0	5.0	5.0	6.0	2.0	3.0	10.0	40.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_007-Ex1-4A-lcwgs-2-1.clmp.r2	6.0	16.0	24.0	33.0	38.0	48.0	34.0	34.0	27.0	31.0	31.0	18.0	22.0	5.0	13.0	4.0	6.0	5.0	5.0	4.0	7.0	1.0	7.0	18.0	30.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Pli-AMvi_008-Ex1-1B-lcwgs-1-1.clmp.r1	3268.0	12626.0	17447.0	19699.0	20614.0	21359.0	22207.0	22975.0	22157.0	19703.0	16390.0	13157.0	10284.0	7950.0	5784.0	4501.0	3366.0	2586.0	2126.0	1665.0	1462.0	1216.0	1289.0	3355.0	11847.0
	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
