Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.r1	2.9268213999769586	46.0	62.897205536056354	9.090909090909092	245879.0
Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.r2	2.7785274812370204	47.0	62.941642027175966	9.090909090909092	245879.0
Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.r1	9.255934570117702	57.0	144.69702772790745	18.181818181818183	75195.0
Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.r2	6.169293171088512	57.0	144.20797925393975	18.181818181818183	75195.0
Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.r1	2.9405310511301224	44.0	84.15426815887645	27.27272727272727	4557.0
Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.r2	4.476629361421985	44.0	83.89115646258503	27.27272727272727	4557.0
Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.r1	0.2805049088359084	48.0	97.2047685834502	18.181818181818183	713.0
Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.r2	0.7012622720897639	49.0	96.64095371669003	9.090909090909092	713.0
Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.r1	2.418408077013382	43.0	80.10730218361118	27.27272727272727	4259.0
Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.r2	3.3810753698051172	43.0	79.97135477811693	27.27272727272727	4259.0
Pli-AMvi_006-Ex1-3A-lcwgs-2-1.clmp.r1	0.8385744234800825	44.0	73.18867924528301	18.181818181818183	477.0
Pli-AMvi_006-Ex1-3A-lcwgs-2-1.clmp.r2	0.8385744234800825	44.0	72.84486373165619	18.181818181818183	477.0
Pli-AMvi_007-Ex1-4A-lcwgs-1-1.clmp.r1	2.5207520173380544	40.0	70.64492745999516	9.090909090909092	95051.0
Pli-AMvi_007-Ex1-4A-lcwgs-1-1.clmp.r2	2.2693080556753813	40.0	70.68735731344226	9.090909090909092	95051.0
Pli-AMvi_007-Ex1-4A-lcwgs-2-1.clmp.r1	0.8565310492505347	44.0	78.74518201284796	27.27272727272727	467.0
