Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.r1r2_fastp	3.2732900000000003	0.962962	335843609.0	0.448618	98.68315885626374	0.9007553995745243
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.r1r2_fastp	1.6464800000000002	0.969797	6664541.0	0.493593	99.07386345172716	1.725538621518864
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.r1r2_fastp	5.465190000000001	0.956879	191683111.0	0.530008	98.36031833150383	0.561895998794688
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.r1r2_fastp	2.92759	0.956654	46432756.0	0.478475	98.41529525101609	0.42866833497694196
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.r1r2_fastp	4.3147	0.960631	12962245.0	0.532832	98.6079148904063	0.9318293281020108
Sne-ABir_006-Ex1-9F-lcwgs-1-1.clmp.r1r2_fastp	3.5534299999999996	0.948216	8778914.0	0.539971	98.05609719514024	0.3569821508924554
Sne-ABir_007-Ex1-9G-lcwgs-1-1.clmp.r1r2_fastp	3.5508900000000003	0.957619	45536560.0	0.535032	98.52132690710407	0.6271788815874971
Sne-ABir_008-Ex1-9H-lcwgs-1-1.clmp.r1r2_fastp	3.70867	0.955709	57597885.0	0.550569	98.38947649097858	0.5995022664652031
Sne-ABir_009-Ex1-10A-lcwgs-1-1.clmp.r1r2_fastp	3.86143	0.956974	109387078.0	0.536774	98.53232648026703	0.6355603052572606
Sne-ABir_010-Ex1-10B-lcwgs-1-1.clmp.r1r2_fastp	3.2562300000000004	0.955303	76508624.0	0.542289	98.4086491739553	0.6033365727243278
Sne-ABir_011-Ex1-10C-lcwgs-1-1.clmp.r1r2_fastp	1.77818	0.969049	308197122.0	0.345896	99.08701998936826	1.568863915610686
Sne-ABir_012-Ex1-10D-lcwgs-1-1.clmp.r1r2_fastp	1.3610799999999998	0.965672	168387282.0	0.361782	98.76539448266615	1.3945070413952383
Sne-ABir_013-Ex1-10E-lcwgs-1-1.clmp.r1r2_fastp	1.4406	0.96574	366645526.0	0.342912	98.8035635399794	1.4955455750257693
Sne-ABir_014-Ex1-10F-lcwgs-1-1.clmp.r1r2_fastp	2.09557	0.967133	334241002.0	0.337791	99.07922999659235	1.4653573766893122
Sne-ABir_015-Ex1-10G-lcwgs-1-1.clmp.r1r2_fastp	1.76908	0.968659	470321851.0	0.342713	99.11569489359884	1.700921721917415
Sne-ABir_017-Ex1-11A-lcwgs-1-1.clmp.r1r2_fastp	2.18407	0.969475	283898835.0	0.338058	99.10383709827506	1.499575713507187
