#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1123649	1103156	98.18	721	0.06	158	0.01	1670	0.15	17944	1.60
Ecoli	1123649	1123649	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1123649	1123649	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1123649	1123649	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	1123649	1122066	99.85	2	0.00	0	0.00	61	0.01	1520	0.14
Bacteria_24k	1123649	1111287	98.91	450	0.04	501	0.04	1053	0.09	10358	0.92
Protists_1k	1123649	1092145	97.20	2848	0.25	5494	0.49	883	0.08	22279	1.98
Viruses	1123649	1113546	99.11	47	0.00	10	0.00	1454	0.13	8592	0.76
Fungi_RefSeq_release	1123649	1103504	98.20	522	0.05	207	0.02	1986	0.18	17430	1.55
Coral	1123649	1113256	99.07	80	0.01	15	0.00	1184	0.11	9114	0.81
Bird	1123649	1108316	98.64	476	0.04	110	0.01	2600	0.23	12147	1.08
Plant	1123649	1113204	99.07	85	0.01	16	0.00	1299	0.12	9045	0.80

%Hit_no_genomes: 96.82
