#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	250166	241435	96.52	185	0.07	52	0.02	452	0.18	8042	3.21
Ecoli	250166	250164	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	250166	250166	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	250166	250159	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	250166	249366	99.68	0	0.00	0	0.00	18	0.01	782	0.31
Bacteria_24k	250166	245143	97.99	71	0.03	116	0.05	383	0.15	4453	1.78
Protists_1k	250166	238504	95.34	746	0.30	1416	0.57	182	0.07	9318	3.72
Viruses	250166	245858	98.29	12	0.00	2	0.00	682	0.27	3612	1.44
Fungi_RefSeq_release	250166	241498	96.53	121	0.05	47	0.02	631	0.25	7869	3.15
Coral	250166	245674	98.21	20	0.01	3	0.00	456	0.18	4013	1.60
Bird	250166	243288	97.25	104	0.04	24	0.01	831	0.33	5919	2.37
Plant	250166	245796	98.25	18	0.01	7	0.00	454	0.18	3891	1.56

%Hit_no_genomes: 94.95
