#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1443097	1423833	98.67	3534	0.24	944	0.07	1169	0.08	13617	0.94
Ecoli	1443097	1441089	99.86	0	0.00	0	0.00	332	0.02	1676	0.12
PhiX	1443097	1443097	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1443097	1443065	100.00	0	0.00	0	0.00	0	0.00	32	0.00
Vectors	1443097	1441094	99.87	0	0.00	0	0.00	71	0.00	1932	0.13
Bacteria_24k	1443097	1025768	71.07	75837	5.26	279185	19.35	5756	0.40	56551	3.92
Protists_1k	1443097	1359760	94.22	8075	0.56	4878	0.34	29147	2.02	41237	2.86
Viruses	1443097	1431939	99.23	161	0.01	51	0.00	1735	0.12	9211	0.64
Fungi_RefSeq_release	1443097	1425769	98.80	813	0.06	157	0.01	2914	0.20	13444	0.93
Coral	1443097	1434631	99.42	48	0.00	19	0.00	1209	0.08	7190	0.50
Bird	1443097	1431803	99.22	300	0.02	64	0.00	1405	0.10	9525	0.66
Plant	1443097	1434248	99.38	84	0.01	80	0.01	999	0.07	7686	0.53

%Hit_no_genomes: 69.11
