#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1199888	1175226	97.95	787	0.07	176	0.01	1813	0.15	21886	1.82
Ecoli	1199888	1199883	100.00	0	0.00	0	0.00	2	0.00	3	0.00
PhiX	1199888	1199888	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1199888	1199881	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	1199888	1197735	99.82	0	0.00	1	0.00	83	0.01	2069	0.17
Bacteria_24k	1199888	1185303	98.79	524	0.04	514	0.04	1222	0.10	12325	1.03
Protists_1k	1199888	1164821	97.08	2641	0.22	5242	0.44	1010	0.08	26174	2.18
Viruses	1199888	1187011	98.93	46	0.00	23	0.00	1820	0.15	10988	0.92
Fungi_RefSeq_release	1199888	1177039	98.09	468	0.04	196	0.02	2127	0.18	20058	1.67
Coral	1199888	1187939	99.00	65	0.01	16	0.00	1279	0.11	10589	0.88
Bird	1199888	1181630	98.47	496	0.04	95	0.01	3565	0.30	14102	1.18
Plant	1199888	1187389	98.96	78	0.01	16	0.00	1455	0.12	10950	0.91

%Hit_no_genomes: 96.71
