#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2208557	1229724	55.68	621533	28.14	150492	6.81	7218	0.33	199590	9.04
Ecoli	2208557	2207792	99.96	0	0.00	0	0.00	112	0.01	653	0.03
PhiX	2208557	2208557	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2208557	2208538	100.00	0	0.00	0	0.00	1	0.00	18	0.00
Vectors	2208557	2205990	99.88	1	0.00	0	0.00	159	0.01	2407	0.11
Bacteria_24k	2208557	1779394	80.58	99472	4.50	223780	10.13	23489	1.06	82422	3.73
Protists_1k	2208557	1913923	86.66	11458	0.52	5313	0.24	66287	3.00	211576	9.58
Viruses	2208557	2182352	98.82	620	0.03	501	0.02	10711	0.48	14373	0.65
Fungi_RefSeq_release	2208557	2132445	96.56	3561	0.16	292	0.01	39335	1.78	32924	1.49
Coral	2208557	2193238	99.31	26	0.00	6	0.00	2240	0.10	13047	0.59
Bird	2208557	2184765	98.93	184	0.01	36	0.00	4939	0.22	18633	0.84
Plant	2208557	2195580	99.41	23	0.00	5	0.00	2120	0.10	10829	0.49

%Hit_no_genomes: 36.63
