#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1058711	1035135	97.78	515	0.05	145	0.01	1300	0.12	21616	2.04
Ecoli	1058711	1058672	100.00	0	0.00	0	0.00	1	0.00	38	0.00
PhiX	1058711	1058711	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1058711	1058707	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	1058711	1056495	99.79	0	0.00	0	0.00	24	0.00	2192	0.21
Bacteria_24k	1058711	1043412	98.55	367	0.03	839	0.08	912	0.09	13181	1.25
Protists_1k	1058711	1025801	96.89	1923	0.18	4491	0.42	593	0.06	25903	2.45
Viruses	1058711	1046929	98.89	39	0.00	9	0.00	1916	0.18	9818	0.93
Fungi_RefSeq_release	1058711	1034595	97.72	330	0.03	193	0.02	1500	0.14	22093	2.09
Coral	1058711	1045980	98.80	39	0.00	18	0.00	1057	0.10	11617	1.10
Bird	1058711	1039875	98.22	365	0.03	93	0.01	1860	0.18	16518	1.56
Plant	1058711	1046685	98.86	62	0.01	11	0.00	1294	0.12	10659	1.01

%Hit_no_genomes: 96.56
