#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	566329	554499	97.92	362	0.06	83	0.01	926	0.16	10459	1.85
Ecoli	566329	566329	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	566329	566329	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	566329	566328	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	566329	565528	99.86	0	0.00	0	0.00	28	0.00	773	0.14
Bacteria_24k	566329	559109	98.72	105	0.02	148	0.03	519	0.09	6448	1.14
Protists_1k	566329	547810	96.73	1458	0.26	3612	0.64	417	0.07	13032	2.30
Viruses	566329	559972	98.88	18	0.00	5	0.00	754	0.13	5580	0.99
Fungi_RefSeq_release	566329	554390	97.90	282	0.05	120	0.02	1146	0.20	10391	1.83
Coral	566329	559682	98.83	34	0.01	11	0.00	637	0.11	5965	1.05
Bird	566329	557310	98.41	204	0.04	66	0.01	1361	0.24	7388	1.30
Plant	566329	559810	98.84	44	0.01	15	0.00	711	0.13	5749	1.02

%Hit_no_genomes: 96.38
