#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	816447	805819	98.70	422	0.05	97	0.01	1118	0.14	8991	1.10
Ecoli	816447	816444	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	816447	816447	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	816447	816440	100.00	0	0.00	0	0.00	1	0.00	6	0.00
Vectors	816447	815760	99.91	1	0.00	0	0.00	52	0.01	634	0.08
Bacteria_24k	816447	809893	99.20	461	0.06	504	0.06	582	0.07	5007	0.61
Protists_1k	816447	798741	97.82	2015	0.25	3317	0.41	632	0.08	11742	1.44
Viruses	816447	811907	99.44	16	0.00	5	0.00	793	0.10	3726	0.46
Fungi_RefSeq_release	816447	805603	98.67	320	0.04	105	0.01	1228	0.15	9191	1.13
Coral	816447	811052	99.33	54	0.01	18	0.00	699	0.09	4624	0.57
Bird	816447	808391	99.02	248	0.03	69	0.01	1173	0.14	6566	0.80
Plant	816447	811456	99.39	55	0.01	4	0.00	735	0.09	4197	0.51

%Hit_no_genomes: 97.48
