#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	806356	793953	98.47	493	0.06	106	0.01	918	0.11	10886	1.35
Ecoli	806356	806353	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	806356	806356	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	806356	806344	100.00	0	0.00	0	0.00	0	0.00	12	0.00
Vectors	806356	805474	99.89	0	0.00	0	0.00	25	0.00	857	0.11
Bacteria_24k	806356	797687	98.92	686	0.09	885	0.11	615	0.08	6483	0.80
Protists_1k	806356	787215	97.63	1842	0.23	3149	0.39	651	0.08	13499	1.67
Viruses	806356	800434	99.27	23	0.00	12	0.00	962	0.12	4925	0.61
Fungi_RefSeq_release	806356	793848	98.45	294	0.04	112	0.01	1070	0.13	11032	1.37
Coral	806356	799860	99.19	41	0.01	11	0.00	693	0.09	5751	0.71
Bird	806356	796665	98.80	279	0.03	73	0.01	1222	0.15	8117	1.01
Plant	806356	800348	99.26	47	0.01	11	0.00	757	0.09	5193	0.64

%Hit_no_genomes: 97.18
