#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2817590	2767078	98.20	2191	0.08	489	0.02	5037	0.18	42795	1.52
Ecoli	2817590	2817582	100.00	0	0.00	0	0.00	2	0.00	6	0.00
PhiX	2817590	2817590	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2817590	2817570	100.00	0	0.00	0	0.00	0	0.00	20	0.00
Vectors	2817590	2810854	99.76	5	0.00	1	0.00	345	0.01	6385	0.23
Bacteria_24k	2817590	2786222	98.89	1957	0.07	2056	0.07	2754	0.10	24601	0.87
Protists_1k	2817590	2743027	97.36	7812	0.28	11394	0.40	2942	0.10	52415	1.86
Viruses	2817590	2793521	99.14	80	0.00	16	0.00	3247	0.12	20726	0.74
Fungi_RefSeq_release	2817590	2768230	98.25	1425	0.05	373	0.01	5387	0.19	42175	1.50
Coral	2817590	2789228	98.99	219	0.01	56	0.00	3712	0.13	24375	0.87
Bird	2817590	2778709	98.62	1189	0.04	199	0.01	5713	0.20	31780	1.13
Plant	2817590	2789676	99.01	258	0.01	52	0.00	3626	0.13	23978	0.85

%Hit_no_genomes: 96.89
