#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	869167	851974	98.01	566	0.07	137	0.02	1492	0.17	14998	1.73
Ecoli	869167	869165	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	869167	869167	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	869167	869165	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	869167	867835	99.85	1	0.00	0	0.00	73	0.01	1258	0.14
Bacteria_24k	869167	859203	98.85	132	0.02	151	0.02	870	0.10	8811	1.01
Protists_1k	869167	842541	96.94	2404	0.28	4813	0.55	690	0.08	18719	2.15
Viruses	869167	860618	99.02	34	0.00	9	0.00	1175	0.14	7331	0.84
Fungi_RefSeq_release	869167	852074	98.03	409	0.05	162	0.02	1734	0.20	14788	1.70
Coral	869167	859676	98.91	64	0.01	17	0.00	1126	0.13	8284	0.95
Bird	869167	856023	98.49	352	0.04	84	0.01	2119	0.24	10589	1.22
Plant	869167	860041	98.95	62	0.01	18	0.00	1136	0.13	7910	0.91

%Hit_no_genomes: 96.60
