#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	384598	375639	97.66	329	0.09	70	0.02	799	0.21	7761	2.02
Ecoli	384598	384598	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	384598	384598	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	384598	384597	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	384598	383988	99.84	0	0.00	0	0.00	41	0.01	569	0.15
Bacteria_24k	384598	379397	98.64	97	0.03	90	0.02	450	0.12	4564	1.19
Protists_1k	384598	369973	96.20	1424	0.37	2894	0.75	367	0.10	9940	2.58
Viruses	384598	380367	98.90	11	0.00	4	0.00	612	0.16	3604	0.94
Fungi_RefSeq_release	384598	375449	97.63	204	0.05	81	0.02	967	0.25	7897	2.05
Coral	384598	379591	98.70	45	0.01	8	0.00	579	0.15	4375	1.14
Bird	384598	377750	98.23	168	0.04	32	0.01	937	0.24	5711	1.48
Plant	384598	379922	98.79	46	0.01	8	0.00	621	0.16	4001	1.04

%Hit_no_genomes: 95.80
