#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1309883	1279932	97.71	1036	0.08	218	0.02	2453	0.19	26244	2.00
Ecoli	1309883	1309881	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	1309883	1309883	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1309883	1309790	99.99	0	0.00	0	0.00	3	0.00	90	0.01
Vectors	1309883	1306402	99.74	1	0.00	0	0.00	165	0.01	3315	0.25
Bacteria_24k	1309883	1289746	98.46	1201	0.09	1431	0.11	1516	0.12	15989	1.22
Protists_1k	1309883	1266112	96.66	4377	0.33	6110	0.47	1743	0.13	31541	2.41
Viruses	1309883	1294909	98.86	37	0.00	13	0.00	2119	0.16	12805	0.98
Fungi_RefSeq_release	1309883	1280249	97.73	684	0.05	204	0.02	2687	0.21	26059	1.99
Coral	1309883	1292643	98.69	122	0.01	26	0.00	1872	0.14	15220	1.16
Bird	1309883	1286408	98.21	568	0.04	116	0.01	3058	0.23	19733	1.51
Plant	1309883	1293532	98.75	147	0.01	26	0.00	2047	0.16	14131	1.08

%Hit_no_genomes: 96.12
