#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1164986	1140503	97.90	852	0.07	221	0.02	2178	0.19	21232	1.82
Ecoli	1164986	1164977	100.00	0	0.00	0	0.00	2	0.00	7	0.00
PhiX	1164986	1164986	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1164986	1164970	100.00	0	0.00	0	0.00	1	0.00	15	0.00
Vectors	1164986	1162898	99.82	0	0.00	0	0.00	101	0.01	1987	0.17
Bacteria_24k	1164986	1150106	98.72	525	0.05	838	0.07	1247	0.11	12270	1.05
Protists_1k	1164986	1127435	96.78	3318	0.28	6410	0.55	1152	0.10	26671	2.29
Viruses	1164986	1153467	99.02	36	0.00	11	0.00	1655	0.14	9817	0.84
Fungi_RefSeq_release	1164986	1140515	97.90	608	0.05	235	0.02	2478	0.21	21150	1.82
Coral	1164986	1152295	98.92	100	0.01	23	0.00	1560	0.13	11008	0.94
Bird	1164986	1146487	98.42	519	0.04	105	0.01	2806	0.24	15069	1.29
Plant	1164986	1152086	98.89	99	0.01	27	0.00	1692	0.15	11082	0.95

%Hit_no_genomes: 96.33
