#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	934359	920234	98.49	565	0.06	126	0.01	1360	0.15	12074	1.29
Ecoli	934359	934359	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	934359	934359	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	934359	934358	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	934359	933052	99.86	0	0.00	0	0.00	45	0.00	1262	0.14
Bacteria_24k	934359	926577	99.16	152	0.02	160	0.02	710	0.08	6760	0.72
Protists_1k	934359	913165	97.74	2067	0.22	3764	0.40	580	0.06	14783	1.58
Viruses	934359	927376	99.26	20	0.00	9	0.00	935	0.10	6019	0.64
Fungi_RefSeq_release	934359	920858	98.56	367	0.04	120	0.01	1420	0.15	11594	1.24
Coral	934359	927044	99.22	63	0.01	19	0.00	855	0.09	6378	0.68
Bird	934359	924025	98.89	341	0.04	60	0.01	1808	0.19	8125	0.87
Plant	934359	926855	99.19	74	0.01	12	0.00	923	0.10	6495	0.70

%Hit_no_genomes: 97.44
