#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5769238	5645073	97.85	5213	0.09	1578	0.03	12373	0.21	105001	1.82
Ecoli	5769238	5769127	100.00	0	0.00	0	0.00	7	0.00	104	0.00
PhiX	5769238	5769238	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5769238	5769209	100.00	0	0.00	0	0.00	6	0.00	23	0.00
Vectors	5769238	5747746	99.63	11	0.00	2	0.00	828	0.01	20651	0.36
Bacteria_24k	5769238	5711725	99.00	875	0.02	3669	0.06	5929	0.10	47040	0.82
Protists_1k	5769238	5609023	97.22	13161	0.23	20839	0.36	5099	0.09	121116	2.10
Viruses	5769238	5707484	98.93	164	0.00	57	0.00	6184	0.11	55349	0.96
Fungi_RefSeq_release	5769238	5661086	98.13	2764	0.05	656	0.01	12848	0.22	91884	1.59
Coral	5769238	5710808	98.99	457	0.01	143	0.00	8638	0.15	49192	0.85
Bird	5769238	5684692	98.53	3081	0.05	381	0.01	17070	0.30	64014	1.11
Plant	5769238	5695022	98.71	622	0.01	168	0.00	8970	0.16	64456	1.12

%Hit_no_genomes: 96.76
