#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2062339	2020909	97.99	1777	0.09	493	0.02	4736	0.23	34424	1.67
Ecoli	2062339	2062334	100.00	0	0.00	0	0.00	3	0.00	2	0.00
PhiX	2062339	2062339	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2062339	2062272	100.00	0	0.00	0	0.00	1	0.00	66	0.00
Vectors	2062339	2054130	99.61	1	0.00	1	0.00	306	0.01	7901	0.38
Bacteria_24k	2062339	2042374	99.02	935	0.05	1004	0.05	2196	0.11	15830	0.77
Protists_1k	2062339	2005987	97.26	5359	0.26	7342	0.36	2391	0.12	41260	2.00
Viruses	2062339	2042735	99.05	36	0.00	13	0.00	1912	0.09	17643	0.86
Fungi_RefSeq_release	2062339	2024398	98.17	1079	0.05	194	0.01	4842	0.23	31826	1.54
Coral	2062339	2039858	98.91	187	0.01	37	0.00	3780	0.18	18477	0.90
Bird	2062339	2032450	98.55	785	0.04	90	0.00	5160	0.25	23854	1.16
Plant	2062339	2036621	98.75	200	0.01	36	0.00	3446	0.17	22036	1.07

%Hit_no_genomes: 96.84
