#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	693279	675681	97.47	641	0.09	223	0.03	1739	0.25	14995	2.16
Ecoli	693279	693256	100.00	0	0.00	0	0.00	3	0.00	20	0.00
PhiX	693279	693279	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	693279	693276	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	693279	689989	99.52	1	0.00	0	0.00	121	0.02	3168	0.46
Bacteria_24k	693279	683923	98.65	139	0.02	1477	0.21	876	0.13	6864	0.99
Protists_1k	693279	670373	96.70	1820	0.26	2993	0.43	750	0.11	17343	2.50
Viruses	693279	684376	98.72	17	0.00	6	0.00	862	0.12	8018	1.16
Fungi_RefSeq_release	693279	677346	97.71	354	0.05	89	0.01	1902	0.27	13588	1.96
Coral	693279	684370	98.72	62	0.01	16	0.00	1316	0.19	7515	1.08
Bird	693279	681069	98.23	328	0.05	36	0.01	2132	0.31	9714	1.40
Plant	693279	682216	98.41	87	0.01	17	0.00	1248	0.18	9711	1.40

%Hit_no_genomes: 96.06
