#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1575069	1536403	97.55	1241	0.08	383	0.02	3679	0.23	33363	2.12
Ecoli	1575069	1575069	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1575069	1575069	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1575069	1575001	100.00	0	0.00	0	0.00	2	0.00	66	0.00
Vectors	1575069	1565936	99.42	0	0.00	5	0.00	259	0.02	8869	0.56
Bacteria_24k	1575069	1555805	98.78	687	0.04	681	0.04	2025	0.13	15871	1.01
Protists_1k	1575069	1524019	96.76	4179	0.27	6211	0.39	1711	0.11	38949	2.47
Viruses	1575069	1554851	98.72	47	0.00	12	0.00	1862	0.12	18297	1.16
Fungi_RefSeq_release	1575069	1539409	97.74	874	0.06	182	0.01	4004	0.25	30600	1.94
Coral	1575069	1553642	98.65	145	0.01	38	0.00	3061	0.19	18183	1.15
Bird	1575069	1546961	98.22	611	0.04	47	0.00	4580	0.29	22870	1.45
Plant	1575069	1549925	98.41	147	0.01	28	0.00	2894	0.18	22075	1.40

%Hit_no_genomes: 96.34
