#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	243500	239861	98.51	167	0.07	58	0.02	395	0.16	3019	1.24
Ecoli	243500	243500	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	243500	243500	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	243500	243499	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	243500	242944	99.77	0	0.00	0	0.00	19	0.01	537	0.22
Bacteria_24k	243500	241943	99.37	53	0.02	35	0.01	194	0.08	1275	0.52
Protists_1k	243500	238721	98.03	429	0.18	649	0.27	177	0.07	3524	1.45
Viruses	243500	241779	99.29	5	0.00	0	0.00	159	0.07	1557	0.64
Fungi_RefSeq_release	243500	240302	98.68	91	0.04	24	0.01	389	0.16	2694	1.11
Coral	243500	241784	99.29	13	0.01	6	0.00	288	0.12	1409	0.58
Bird	243500	241052	99.00	92	0.04	7	0.00	464	0.19	1885	0.77
Plant	243500	241287	99.10	22	0.01	5	0.00	301	0.12	1885	0.77

%Hit_no_genomes: 97.72
