#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2088862	2045559	97.93	1495	0.07	477	0.02	3878	0.19	37453	1.79
Ecoli	2088862	2088856	100.00	0	0.00	0	0.00	0	0.00	6	0.00
PhiX	2088862	2088862	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2088862	2088799	100.00	0	0.00	0	0.00	1	0.00	62	0.00
Vectors	2088862	2078962	99.52	2	0.00	1	0.00	182	0.01	9715	0.47
Bacteria_24k	2088862	2066594	98.94	1006	0.05	1114	0.05	2122	0.10	18026	0.86
Protists_1k	2088862	2032584	97.30	4357	0.21	6798	0.33	1821	0.09	43302	2.07
Viruses	2088862	2065621	98.89	47	0.00	11	0.00	1922	0.09	21261	1.02
Fungi_RefSeq_release	2088862	2049644	98.12	817	0.04	182	0.01	4101	0.20	34118	1.63
Coral	2088862	2065561	98.89	127	0.01	55	0.00	3187	0.15	19932	0.95
Bird	2088862	2057723	98.52	811	0.04	92	0.00	4684	0.22	25552	1.22
Plant	2088862	2060211	98.63	164	0.01	32	0.00	2963	0.14	25492	1.22

%Hit_no_genomes: 96.92
