#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	792499	777298	98.08	658	0.08	205	0.03	1452	0.18	12886	1.63
Ecoli	792499	792496	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	792499	792499	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	792499	792481	100.00	0	0.00	0	0.00	4	0.00	14	0.00
Vectors	792499	788342	99.47	3	0.00	0	0.00	61	0.01	4093	0.52
Bacteria_24k	792499	782570	98.75	907	0.11	1057	0.13	706	0.09	7259	0.92
Protists_1k	792499	772063	97.42	1824	0.23	2372	0.30	1082	0.14	15158	1.91
Viruses	792499	784353	98.97	13	0.00	7	0.00	682	0.09	7444	0.94
Fungi_RefSeq_release	792499	778812	98.27	389	0.05	58	0.01	1565	0.20	11675	1.47
Coral	792499	783880	98.91	69	0.01	13	0.00	1150	0.15	7387	0.93
Bird	792499	781282	98.59	291	0.04	39	0.00	1856	0.23	9031	1.14
Plant	792499	782878	98.78	63	0.01	8	0.00	1009	0.13	8541	1.08

%Hit_no_genomes: 96.86
