#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1476137	1444888	97.89	1234	0.08	358	0.02	3189	0.22	26468	1.79
Ecoli	1476137	1476136	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	1476137	1476137	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1476137	1476132	100.00	0	0.00	0	0.00	1	0.00	4	0.00
Vectors	1476137	1471221	99.67	1	0.00	1	0.00	184	0.01	4730	0.32
Bacteria_24k	1476137	1462504	99.08	175	0.01	183	0.01	1493	0.10	11782	0.80
Protists_1k	1476137	1435299	97.23	3391	0.23	5539	0.38	1254	0.08	30654	2.08
Viruses	1476137	1460722	98.96	30	0.00	10	0.00	1513	0.10	13862	0.94
Fungi_RefSeq_release	1476137	1448455	98.12	712	0.05	170	0.01	3217	0.22	23583	1.60
Coral	1476137	1461218	98.99	119	0.01	28	0.00	2304	0.16	12468	0.84
Bird	1476137	1454749	98.55	702	0.05	81	0.01	4154	0.28	16451	1.11
Plant	1476137	1457155	98.71	154	0.01	40	0.00	2293	0.16	16495	1.12

%Hit_no_genomes: 96.85
