#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2477615	2420964	97.70	2142	0.09	697	0.03	5616	0.23	48196	1.95
Ecoli	2477615	2477600	100.00	0	0.00	0	0.00	2	0.00	13	0.00
PhiX	2477615	2477615	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2477615	2477611	100.00	0	0.00	0	0.00	1	0.00	3	0.00
Vectors	2477615	2467391	99.58	1	0.00	0	0.00	397	0.02	9826	0.40
Bacteria_24k	2477615	2452608	98.99	249	0.01	766	0.03	2771	0.11	21221	0.86
Protists_1k	2477615	2404422	97.05	6086	0.25	9243	0.37	2348	0.09	55516	2.24
Viruses	2477615	2449644	98.87	45	0.00	14	0.00	2855	0.12	25057	1.01
Fungi_RefSeq_release	2477615	2426538	97.94	1236	0.05	264	0.01	5905	0.24	43672	1.76
Coral	2477615	2449045	98.85	213	0.01	62	0.00	4535	0.18	23760	0.96
Bird	2477615	2438056	98.40	1187	0.05	144	0.01	6740	0.27	31488	1.27
Plant	2477615	2442407	98.58	292	0.01	75	0.00	4158	0.17	30683	1.24

%Hit_no_genomes: 96.63
