Sample	command
Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_006-Ex1-8H-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_007-Ex1-9C-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_008-Ex1-9F-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_009-Ex1-10A-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_010-Ex1-10D-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_011-Ex1-10G-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_012-Ex1-11B-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_013-Ex1-7B-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_014-Ex1-7E-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_015-Ex1-7H-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.r1.fq.gz --in2 fq_fp1_clmp/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Sfa-ABas_016-Ex1-8C-lcwgs-1-3.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
