Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Cch-CAL_001-5H-lcwgs-1-2	79.56290340198395	15.94097011325936	3.465932810291805	0.7838228491086854	0.18576890814843144	0.04565089300100072	0.010780304655820288	0.0031069590434042826	0.0007718750024323793	0.00018810399218940332	5.1890756466042306e-05	3.243172279127644e-05	1.945903367476586e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_003-3G-lcwgs-1-2	84.00708727671221	13.37873937679133	2.196763834697189	0.3502700664413843	0.05513540508498323	0.009794057315051745	0.0017043780007042588	0.0003425065838735831	4.0774593318283704e-05	2.4464755990970222e-05	1.630983732731348e-05	1.630983732731348e-05	8.15491866365674e-06	8.15491866365674e-06	8.15491866365674e-06	8.15491866365674e-06	8.15491866365674e-06	0.0	8.15491866365674e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.630983732731348e-05
Cch-CAL_004-7E-lcwgs-1-2	84.55970084828647	12.96939323005688	2.075010299263417	0.3308340158205859	0.05370634038856611	0.009239561865746428	0.0015608867523398693	0.0003476856746918192	9.616837810624785e-05	3.698783773317225e-05	2.2192702639903353e-05	7.397567546634451e-06	7.397567546634451e-06	7.397567546634451e-06	7.397567546634451e-06	0.0	7.397567546634451e-06	0.0	7.397567546634451e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.397567546634451e-06	0.0	0.0	0.0	0.0
Cch-CAL_005-10E-lcwgs-1-2	84.94336256574726	12.65367235509448	2.0162358558853173	0.3233949116568991	0.053048703877032276	0.008151464479592375	0.0017650808912503175	0.00028883141856823376	1.604618992045743e-05	3.209237984091486e-05	0.0	0.0	0.0	0.0	0.0	1.604618992045743e-05	0.0	0.0	1.604618992045743e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_006-10A-lcwgs-1-2	85.71583637821941	12.123571874164513	1.835593975581499	0.2748418144550397	0.04300864450583727	0.005988771054273237	0.0009624810622939131	0.00014258978700650566	1.7823723375813207e-05	1.7823723375813207e-05	1.7823723375813207e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_008-3B-lcwgs-1-2	97.76851692730709	1.9582402474652	0.17013232514177695	0.02491837085409864	0.019762845849802372	0.011170304175975254	0.0077332875064444065	0.00945179584120983	0.006014779171678983	0.005155525004296271	0.0077332875064444065	0.0017185083347654238	0.0034370166695308476	0.0008592541673827119	0.0	0.0008592541673827119	0.0	0.0008592541673827119	0.0	0.0025777625021481355	0.0	0.0	0.0008592541673827119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_009-3A-lcwgs-1-2	80.88034111306737	15.50663339837802	2.9453259529161224	0.5470282538486683	0.09800085304038456	0.018315026181811	0.0034018528930568268	0.0006958335463070782	0.00014603913934839913	7.731483847856425e-05	8.59053760872936e-06	8.59053760872936e-06	0.0	8.59053760872936e-06	0.0	0.0	0.0	8.59053760872936e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_011-4D-lcwgs-1-2	87.48914478135877	10.751994757716998	1.5036498190020704	0.21899461909893878	0.031394525079732775	0.0041092310313786354	0.0006026872179355333	5.478974708504848e-05	5.478974708504848e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_012-1F-lcwgs-1-2	83.0265263576307	14.010380329131378	2.4492111239697825	0.4230594850412708	0.07467460545847145	0.012959884396174971	0.0025464309596318234	0.00047616188676042226	8.281076291485605e-05	2.0702690728714012e-05	2.0702690728714012e-05	0.0	2.0702690728714012e-05	0.0	0.0	0.0	2.0702690728714012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cch-CAL_013-5C-lcwgs-1-2	84.49394807118077	13.062046148242718	2.0616835090797743	0.32209803191356645	0.05048169490706497	0.007788755228862012	0.0014917446455278089	0.00030362944112512924	0.00010561024039134931	1.3201280048918664e-05	1.3201280048918664e-05	0.0	1.3201280048918664e-05	0.0	0.0	0.0	0.0	0.0	1.3201280048918664e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
