Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Cch-CAL_001-5H-lcwgs-1-2	642034482.0	13116774.0	378906.0	491686.0	1450460.0	0.0
Cch-CAL_003-3G-lcwgs-1-2	160625402.0	3401644.0	91080.0	132304.0	440564.0	0.0
Cch-CAL_004-7E-lcwgs-1-2	252822246.0	5326182.0	140892.0	207080.0	670810.0	0.0
Cch-CAL_005-10E-lcwgs-1-2	30643518.0	687304.0	17104.0	28286.0	85790.0	0.0
Cch-CAL_006-10A-lcwgs-1-2	25674944.0	588196.0	14182.0	19150.0	73144.0	0.0
Cch-CAL_008-3B-lcwgs-1-2	245236.0	7788.0	94.0	234.0	784.0	0.0
Cch-CAL_009-3A-lcwgs-1-2	136739780.0	3019596.0	81032.0	111202.0	315172.0	0.0
Cch-CAL_011-4D-lcwgs-1-2	5465260.0	129646.0	2522.0	4190.0	21580.0	0.0
Cch-CAL_012-1F-lcwgs-1-2	21482794.0	411608.0	12066.0	16056.0	52224.0	0.0
Cch-CAL_013-5C-lcwgs-1-2	44512856.0	950800.0	25236.0	33510.0	94552.0	0.0
Cch-CAL_014-12A-lcwgs-1-2	24808244.0	543674.0	14070.0	21702.0	73898.0	0.0
Cch-CAL_015-2D-lcwgs-1-2	17123180.0	389412.0	9208.0	15866.0	69268.0	0.0
Cch-CAL_016-12C-lcwgs-1-2	33430826.0	703268.0	19534.0	27854.0	82832.0	0.0
Cch-CAL_017-4B-lcwgs-1-2	44298262.0	940924.0	25694.0	29782.0	106402.0	0.0
Cch-CAL_018-11G-lcwgs-1-2	13076910.0	290606.0	7340.0	12964.0	37372.0	0.0
Cch-CAL_019-2A-lcwgs-1-2	407951390.0	8073432.0	247000.0	305020.0	803444.0	0.0
Cch-CAL_021-1E-lcwgs-1-2	22151866.0	509788.0	12072.0	19788.0	72952.0	0.0
Cch-CAL_022-2H-lcwgs-1-2	29054474.0	620918.0	16252.0	21526.0	81954.0	0.0
Cch-CAL_023-9B-lcwgs-1-2	31540182.0	645454.0	17486.0	21486.0	76912.0	0.0
Cch-CAL_024-8A-lcwgs-1-2	23975310.0	507490.0	14208.0	16788.0	66452.0	0.0
Cch-CAL_025-9F-lcwgs-1-2	25477014.0	526674.0	14228.0	22804.0	64070.0	0.0
Cch-CAL_026-2C-lcwgs-1-2	4233614.0	94326.0	1962.0	3440.0	13352.0	0.0
Cch-CAL_027-2E-lcwgs-1-2	17881958.0	420898.0	9636.0	18508.0	68760.0	0.0
Cch-CAL_028-1H-lcwgs-1-2	44961126.0	946180.0	25828.0	37444.0	117620.0	0.0
Cch-CAL_029-3B-lcwgs-1-2	4695994.0	135396.0	1280.0	2602.0	16558.0	0.0
Cch-CAL_030-9D-lcwgs-1-2	8995008.0	167936.0	4618.0	5952.0	21840.0	0.0
Cch-CAL_031-12F-lcwgs-1-2	20485532.0	409310.0	10922.0	18006.0	51760.0	0.0
Cch-CAL_034-11A-lcwgs-1-2	37549422.0	803026.0	22088.0	32374.0	106994.0	0.0
Cch-CAL_036-3D-lcwgs-1-2	23913184.0	570438.0	13444.0	23452.0	76734.0	0.0
Cch-CAL_038-11A-lcwgs-1-2	24241254.0	504526.0	13718.0	17432.0	66186.0	0.0
Cch-CAL_039-12A-lcwgs-1-2	45086518.0	936008.0	26138.0	34770.0	116004.0	0.0
Cch-CAL_040-6D-lcwgs-1-2	46932718.0	990364.0	28080.0	41002.0	123716.0	0.0
Cch-CAL_041-12H-lcwgs-1-2	33403306.0	693100.0	19788.0	30498.0	88002.0	0.0
Cch-CAL_042-9C-lcwgs-1-2	23441120.0	480222.0	11892.0	18128.0	63512.0	0.0
Cch-CAL_043-2F-lcwgs-1-2	22575112.0	458292.0	11862.0	17038.0	51384.0	0.0
Cch-CAL_044-1E-lcwgs-1-2	10032434.0	199200.0	4880.0	7950.0	30570.0	0.0
Cch-CAL_045-11D-lcwgs-1-2	43393882.0	929716.0	24906.0	35132.0	110254.0	0.0
Cch-CAL_046-8C-lcwgs-1-2	11696978.0	254560.0	5012.0	8672.0	41852.0	0.0
Cch-CAL_049-4F-lcwgs-1-2	10780872.0	224200.0	5120.0	8094.0	31288.0	0.0
Cch-CAL_050-11B-lcwgs-1-2	6378398.0	146876.0	3178.0	4490.0	14176.0	0.0
Cch-CAS_001-10B-lcwgs-1-2	433106016.0	9384252.0	254400.0	402636.0	1061974.0	0.0
Cch-CAS_002-7D-lcwgs-1-2	223217294.0	4801530.0	124928.0	174942.0	580480.0	0.0
Cch-CAS_004-12H-lcwgs-1-2	368955562.0	7800428.0	211110.0	252764.0	885332.0	0.0
Cch-CAS_005-8H-lcwgs-1-2	26734800.0	567540.0	14652.0	19300.0	65408.0	0.0
Cch-CAS_006-5A-lcwgs-1-2	487743232.0	9723182.0	296214.0	419884.0	945090.0	0.0
Cch-CAS_007-7G-lcwgs-1-2	19491186.0	396696.0	10626.0	11688.0	45424.0	0.0
Cch-CAS_008-6E-lcwgs-1-2	186564668.0	3745740.0	107678.0	124488.0	380524.0	0.0
Cch-CAS_009-5C-lcwgs-1-2	7100380.0	145008.0	4050.0	5958.0	15896.0	0.0
Cch-CAS_010-7B-lcwgs-1-2	17492574.0	362908.0	10124.0	14394.0	49892.0	0.0
Cch-CAS_011-8D-lcwgs-1-2	13766396.0	295694.0	7428.0	9156.0	39786.0	0.0
Cch-CAS_012-10H-lcwgs-1-2	13143996.0	313426.0	7268.0	9958.0	31200.0	0.0
Cch-CAS_013-11A-lcwgs-1-2	191295132.0	4226084.0	117604.0	205382.0	435126.0	0.0
Cch-CAS_014-6A-lcwgs-1-2	20268142.0	442252.0	11054.0	14126.0	55508.0	0.0
Cch-CAS_015-10F-lcwgs-1-2	6778466.0	166002.0	3016.0	5184.0	17480.0	0.0
Cch-CAS_016-6C-lcwgs-1-2	92864312.0	1914588.0	54146.0	80114.0	214986.0	0.0
Cch-CAS_017-11H-lcwgs-1-2	49971164.0	1041092.0	28790.0	41580.0	133236.0	0.0
Cch-CAS_018-12D-lcwgs-1-2	7372994.0	155782.0	3976.0	5602.0	22306.0	0.0
Cch-CAS_019-5B-lcwgs-1-2	16341772.0	365418.0	9070.0	14482.0	49738.0	0.0
Cch-CAS_021-6E-lcwgs-1-2	23596770.0	506274.0	13208.0	18922.0	57260.0	0.0
Cch-CAS_022-8G-lcwgs-1-2	30696784.0	649124.0	17884.0	25878.0	78248.0	0.0
Cch-CAS_023-10G-lcwgs-1-2	1997090.0	60378.0	370.0	906.0	10864.0	0.0
Cch-CAS_024-11G-lcwgs-1-2	31451664.0	644906.0	18026.0	29144.0	80792.0	0.0
Cch-CAS_025-1C-lcwgs-1-2	31609720.0	724236.0	17916.0	23702.0	94286.0	0.0
Cch-CAS_026-10E-lcwgs-1-2	32656424.0	703892.0	18108.0	25788.0	86822.0	0.0
Cch-CAS_027-7B-lcwgs-1-2	15636990.0	313770.0	8658.0	9440.0	36410.0	0.0
Cch-CAS_029-8G-lcwgs-1-2	24959782.0	578430.0	13580.0	22702.0	67554.0	0.0
Cch-CAS_030-7D-lcwgs-1-2	37745800.0	820252.0	22374.0	31382.0	106194.0	0.0
Cch-CAS_031-9D-lcwgs-1-2	20237432.0	419046.0	11744.0	13014.0	45186.0	0.0
Cch-CAS_032-11C-lcwgs-1-2	24600752.0	475592.0	14922.0	22200.0	55460.0	0.0
Cch-CAS_033-10D-lcwgs-1-2	16503074.0	375410.0	9180.0	13678.0	39738.0	0.0
Cch-CAS_034-6H-lcwgs-1-2	47104194.0	1175236.0	26756.0	40436.0	200918.0	0.0
Cch-CAS_035-6B-lcwgs-1-2	6946432.0	145004.0	3468.0	4802.0	19796.0	0.0
Cch-CAS_037-11B-lcwgs-1-2	26402272.0	584862.0	14564.0	21896.0	69450.0	0.0
Cch-CAS_038-1D-lcwgs-1-2	13701356.0	299038.0	7142.0	10238.0	46392.0	0.0
Cch-CAS_039-11C-lcwgs-1-2	23956528.0	510676.0	13472.0	19314.0	57606.0	0.0
Cch-CAS_041-10C-lcwgs-1-2	3545670.0	89828.0	1844.0	2916.0	9112.0	0.0
Cch-CAS_042-4A-lcwgs-1-2	198952348.0	4160292.0	116792.0	126158.0	422246.0	0.0
Cch-CAS_043-10D-lcwgs-1-2	5973410.0	146680.0	3032.0	4248.0	15370.0	0.0
Cch-CAS_044-2E-lcwgs-1-2	8850102.0	196870.0	4410.0	6430.0	30664.0	0.0
Cch-CAS_045-11D-lcwgs-1-2	55135504.0	1105716.0	32646.0	40646.0	152128.0	0.0
Cch-CAS_046-10F-lcwgs-1-2	24161050.0	524956.0	13156.0	19886.0	71544.0	0.0
Cch-CAS_047-8G-lcwgs-1-2	39130352.0	844402.0	22488.0	26742.0	92602.0	0.0
Cch-CAS_048-8D-lcwgs-1-2	14285054.0	298828.0	7758.0	10204.0	36814.0	0.0
Cch-CAS_049-3E-lcwgs-1-2	1357184.0	37454.0	284.0	662.0	6984.0	0.0
Cch-CAS_050-8E-lcwgs-1-2	11214642.0	239776.0	6050.0	8402.0	27636.0	0.0
Cch-CBL_001-3C-lcwgs-1-2	268508708.0	5808944.0	151160.0	220434.0	734158.0	0.0
Cch-CBL_002-4C-lcwgs-1-2	1643272384.0	33714678.0	996058.0	1202418.0	3231462.0	0.0
Cch-CBL_003-1H-lcwgs-1-2	135812682.0	2905280.0	74744.0	101338.0	365470.0	0.0
Cch-CBL_004-5H-lcwgs-1-2	570209536.0	12038518.0	335420.0	442514.0	1307834.0	0.0
Cch-CBL_005-4C-lcwgs-1-2	24747050.0	545136.0	13126.0	22798.0	100272.0	0.0
Cch-CBL_006-12D-lcwgs-1-2	4961830.0	120328.0	2842.0	4746.0	18084.0	0.0
Cch-CBL_007-7C-lcwgs-1-2	22036286.0	454646.0	12406.0	20814.0	57638.0	0.0
Cch-CBL_008-1G-lcwgs-1-2	9251946.0	216168.0	3912.0	6418.0	52112.0	0.0
Cch-CBL_009-9A-lcwgs-1-2	259622472.0	5299392.0	160568.0	247666.0	557538.0	0.0
Cch-CBL_010-7H-lcwgs-1-2	28948406.0	633064.0	15960.0	21120.0	85384.0	0.0
Cch-CBL_011-8B-lcwgs-1-2	7453330.0	170506.0	3902.0	7822.0	21782.0	0.0
Cch-CBL_012-8C-lcwgs-1-2	895750.0	25930.0	514.0	732.0	2586.0	0.0
Cch-CBL_013-10D-lcwgs-1-2	18145936.0	407282.0	9814.0	15606.0	60474.0	0.0
Cch-CBL_014-7F-lcwgs-1-2	105059238.0	2282418.0	62704.0	84402.0	261680.0	0.0
Cch-CBL_015-10C-lcwgs-1-2	27063576.0	575578.0	15494.0	25040.0	66996.0	0.0
Cch-CBL_016-6E-lcwgs-1-2	13602826.0	273470.0	7234.0	9638.0	31182.0	0.0
Cch-CBL_017-12C-lcwgs-1-2	20197644.0	420506.0	10812.0	18334.0	66356.0	0.0
Cch-CBL_018-11D-lcwgs-1-2	8747266.0	188564.0	4972.0	8032.0	26096.0	0.0
Cch-CBL_019-6H-lcwgs-1-2	17165828.0	359732.0	7946.0	10294.0	46870.0	0.0
Cch-CBL_020-5E-lcwgs-1-2	14489150.0	300040.0	7640.0	13068.0	44796.0	0.0
Cch-CBL_021-6F-lcwgs-1-2	15771452.0	310602.0	8202.0	11516.0	36852.0	0.0
Cch-CBL_022-6A-lcwgs-1-2	550407120.0	11456260.0	330190.0	424046.0	1114934.0	0.0
Cch-CBL_023-10A-lcwgs-1-2	928433300.0	18739050.0	574580.0	644254.0	1671304.0	0.0
Cch-CBL_025-12F-lcwgs-1-2	7709734.0	161684.0	3976.0	5396.0	20798.0	0.0
Cch-CBL_026-12G-lcwgs-1-2	18881630.0	400908.0	10130.0	15914.0	56808.0	0.0
Cch-CBL_028-11G-lcwgs-1-2	93317802.0	2047174.0	53196.0	76668.0	252824.0	0.0
Cch-CBL_033-11E-lcwgs-1-2	3115258.0	71316.0	1260.0	2248.0	10448.0	0.0
Cch-CBL_034-2F-lcwgs-1-2	31419386.0	677238.0	18068.0	26882.0	93594.0	0.0
Cch-CBL_035-3A-lcwgs-1-2	295428.0	8874.0	152.0	262.0	996.0	0.0
Cch-CBL_037-4D-lcwgs-1-2	35325314.0	746996.0	19504.0	24802.0	84328.0	0.0
Cch-CBL_038-9G-lcwgs-1-2	25997596.0	562066.0	13890.0	20358.0	69414.0	0.0
Cch-CBL_039-9A-lcwgs-1-2	9362838.0	183622.0	5280.0	6516.0	23230.0	0.0
Cch-CBL_040-1G-lcwgs-1-2	34634724.0	778584.0	19462.0	26146.0	107782.0	0.0
Cch-CBL_041-8B-lcwgs-1-2	31408532.0	686324.0	17576.0	18192.0	70456.0	0.0
Cch-CBL_042-7A-lcwgs-1-2	372008288.0	7696830.0	225130.0	293500.0	726306.0	0.0
Cch-CBL_043-9E-lcwgs-1-2	17243674.0	378244.0	8534.0	13968.0	48786.0	0.0
Cch-CBL_044-1A-lcwgs-1-2	25426082.0	601122.0	14988.0	19588.0	97520.0	0.0
Cch-CBL_045-9H-lcwgs-1-2	27187356.0	554034.0	15088.0	19894.0	64890.0	0.0
Cch-CBL_046-12D-lcwgs-1-2	16352540.0	354692.0	8810.0	14096.0	53732.0	0.0
Cch-CBL_047-4A-lcwgs-1-2	27270698.0	594086.0	15486.0	21956.0	83444.0	0.0
Cch-CBS_001-5F-lcwgs-1-2	157831986.0	3459706.0	87584.0	136038.0	448748.0	0.0
Cch-CBS_002-11F-lcwgs-1-2	677456272.0	14237472.0	402420.0	537708.0	1450586.0	0.0
Cch-CBS_003-6G-lcwgs-1-2	593622488.0	12217052.0	350380.0	511582.0	1293508.0	0.0
Cch-CBS_004-8F-lcwgs-1-2	345721846.0	7522618.0	196958.0	250674.0	858194.0	0.0
Cch-CBS_005-12A-lcwgs-1-2	70605860.0	1502922.0	40832.0	61718.0	189298.0	0.0
Cch-CBS_007-5C-lcwgs-1-2	16673786.0	358888.0	8994.0	15484.0	47658.0	0.0
Cch-CBS_008-5E-lcwgs-1-2	24704590.0	531640.0	12888.0	19340.0	63486.0	0.0
Cch-CBS_009-2C-lcwgs-1-2	19955364.0	443594.0	10648.0	17436.0	72994.0	0.0
Cch-CBS_010-11F-lcwgs-1-2	33411826.0	702902.0	19190.0	31034.0	90878.0	0.0
Cch-CBS_011-1F-lcwgs-1-2	60106874.0	1331156.0	33730.0	53728.0	160492.0	0.0
Cch-CBS_012-2H-lcwgs-1-2	14836384.0	353330.0	8442.0	12536.0	60330.0	0.0
Cch-CBS_014-2B-lcwgs-1-2	15290038.0	332766.0	8510.0	12218.0	49468.0	0.0
Cch-CBS_016-10A-lcwgs-1-2	4346960.0	107602.0	2232.0	3292.0	10926.0	0.0
Cch-CBS_017-1F-lcwgs-1-2	5529986.0	129224.0	2616.0	3944.0	18630.0	0.0
Cch-CBS_018-8C-lcwgs-1-2	17153352.0	356976.0	9286.0	12752.0	39952.0	0.0
Cch-CBS_020-9C-lcwgs-1-2	933022.0	26944.0	512.0	802.0	2778.0	0.0
Cch-CBS_022-4F-lcwgs-1-2	29069974.0	650332.0	16152.0	28002.0	88018.0	0.0
Cch-CBS_023-3A-lcwgs-1-2	524764770.0	10865744.0	316630.0	404084.0	983762.0	0.0
Cch-CBS_024-3E-lcwgs-1-2	453138.0	11680.0	256.0	516.0	1332.0	0.0
Cch-CBS_025-7E-lcwgs-1-2	13539150.0	259896.0	7094.0	9606.0	30224.0	0.0
Cch-CBS_026-5E-lcwgs-1-2	2956248.0	63886.0	1324.0	2062.0	6496.0	0.0
Cch-CBS_027-4D-lcwgs-1-2	476218.0	11574.0	234.0	370.0	1678.0	0.0
Cch-CBS_028-9D-lcwgs-1-2	40247570.0	843634.0	23144.0	29704.0	113618.0	0.0
Cch-CBS_029-4H-lcwgs-1-2	24053486.0	585708.0	13456.0	23146.0	97858.0	0.0
Cch-CBS_030-3C-lcwgs-1-2	276924.0	8156.0	150.0	280.0	852.0	0.0
Cch-CBS_031-4A-lcwgs-1-2	378719376.0	7645026.0	227962.0	333640.0	757716.0	0.0
Cch-CBS_032-12E-lcwgs-1-2	9586342.0	194798.0	5286.0	7772.0	22766.0	0.0
Cch-CBS_033-5D-lcwgs-1-2	13680154.0	319914.0	7368.0	10602.0	46584.0	0.0
