Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Pli-AMvi_004-Ex1-1A-lcwgs-1-1	597466.0	47132.0	90.0	202.0	229220.0	0.0
Pli-AMvi_004-Ex1-1A-lcwgs-2-1	170058.0	6308.0	62.0	2.0	12404.0	0.0
Pli-AMvi_005-Ex1-2A-lcwgs-1-1	9200.0	1460.0	4.0	10.0	898.0	0.0
Pli-AMvi_005-Ex1-2A-lcwgs-2-1	1440.0	252.0	2.0	2.0	444.0	0.0
Pli-AMvi_006-Ex1-3A-lcwgs-1-1	8576.0	1116.0	2.0	8.0	912.0	0.0
Pli-AMvi_006-Ex1-3A-lcwgs-2-1	982.0	124.0	0.0	2.0	412.0	0.0
Pli-AMvi_007-Ex1-4A-lcwgs-1-1	215380.0	14822.0	44.0	308.0	19374.0	0.0
Pli-AMvi_007-Ex1-4A-lcwgs-2-1	942.0	126.0	0.0	0.0	412.0	0.0
Pli-AMvi_008-Ex1-1B-lcwgs-1-1	633350.0	30636.0	158.0	2492.0	54960.0	0.0
Pli-AMvi_008-Ex1-1B-lcwgs-2-1	76822.0	7202.0	32.0	44.0	58712.0	0.0
Pli-AMvi_009-Ex1-2B-lcwgs-1-1	10886.0	1526.0	2.0	10.0	1122.0	0.0
Pli-AMvi_009-Ex1-2B-lcwgs-2-1	1174.0	190.0	0.0	0.0	966.0	0.0
Pli-AMvi_010-Ex1-7A-lcwgs-1-1	73346.0	2850.0	18.0	102.0	3356.0	0.0
Pli-AMvi_010-Ex1-7A-lcwgs-2-1	2324064.0	61138.0	648.0	1684.0	743402.0	0.0
Pli-AMvi_011-Ex1-8A-lcwgs-1-1	814048.0	24664.0	158.0	1600.0	71208.0	0.0
Pli-AMvi_011-Ex1-8A-lcwgs-2-1	2724826.0	83108.0	732.0	2688.0	848840.0	0.0
Pli-AMvi_012-Ex1-9A-lcwgs-1-1	613766.0	14112.0	124.0	1092.0	69198.0	0.0
Pli-AMvi_012-Ex1-9A-lcwgs-2-1	1209078.0	32258.0	310.0	862.0	314820.0	0.0
Pli-AMvi_013-Ex1-10A-lcwgs-1-1	582742.0	24242.0	130.0	868.0	21380.0	0.0
Pli-AMvi_013-Ex1-10A-lcwgs-2-1	138.0	4.0	0.0	0.0	58.0	0.0
Pli-AMvi_014-Ex1-11A-lcwgs-1-1	446336.0	47450.0	86.0	846.0	55504.0	0.0
