#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2111647	1958724	92.76	3389	0.16	1341	0.06	13015	0.62	135178	6.40
Ecoli	2111647	2111646	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	2111647	2111647	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2111647	2111646	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	2111647	2093974	99.17	3	0.00	0	0.00	523	0.02	17147	0.81
Bacteria_24k	2111647	2039383	96.58	244	0.01	220	0.01	7376	0.35	64424	3.05
Protists_1k	2111647	1923814	91.11	10477	0.50	20298	0.96	4707	0.22	152351	7.21
Viruses	2111647	2032018	96.23	132	0.01	54	0.00	7072	0.33	72371	3.43
Fungi_RefSeq_release	2111647	1970910	93.34	1991	0.09	430	0.02	13765	0.65	124551	5.90
Coral	2111647	2026510	95.97	356	0.02	67	0.00	11780	0.56	72934	3.45
Bird	2111647	2003236	94.86	1607	0.08	207	0.01	14957	0.71	91640	4.34
Plant	2111647	2005401	94.96	504	0.02	120	0.01	10467	0.50	95155	4.51

%Hit_no_genomes: 90.33
