samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
SneATaw001_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_001-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_001-Ex1-lcwgs.2.fq.gz
SneATaw002_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_002-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_002-Ex1-lcwgs.2.fq.gz
SneATaw003_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_003-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_003-Ex1-lcwgs.2.fq.gz
SneATaw004_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_004-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_004-Ex1-lcwgs.2.fq.gz
SneATaw005_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_005-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_005-Ex1-lcwgs.2.fq.gz
SneATaw006_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_006-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_006-Ex1-lcwgs.2.fq.gz
SneATaw007_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_007-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_007-Ex1-lcwgs.2.fq.gz
SneATaw008_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_008-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_008-Ex1-lcwgs.2.fq.gz
SneATaw009_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_009-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_009-Ex1-lcwgs.2.fq.gz
SneATaw010_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_010-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_010-Ex1-lcwgs.2.fq.gz
SneATaw011_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_011-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_011-Ex1-lcwgs.2.fq.gz
SneATaw012_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_012-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_012-Ex1-lcwgs.2.fq.gz
SneATaw013_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_013-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_013-Ex1-lcwgs.2.fq.gz
SneATaw014_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_014-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_014-Ex1-lcwgs.2.fq.gz
SneATaw015_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_015-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_015-Ex1-lcwgs.2.fq.gz
SneATaw016_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_016-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_016-Ex1-lcwgs.2.fq.gz
SneATaw017_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_017-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_017-Ex1-lcwgs.2.fq.gz
SneATaw018_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_018-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_018-Ex1-lcwgs.2.fq.gz
SneATaw019_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_019-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_019-Ex1-lcwgs.2.fq.gz
SneATaw020_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_020-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_020-Ex1-lcwgs.2.fq.gz
SneATaw021_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_021-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_021-Ex1-lcwgs.2.fq.gz
SneATaw022_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_022-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_022-Ex1-lcwgs.2.fq.gz
SneATaw023_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_023-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_023-Ex1-lcwgs.2.fq.gz
SneATaw024_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_024-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_024-Ex1-lcwgs.2.fq.gz
SneATaw025_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_025-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_025-Ex1-lcwgs.2.fq.gz
SneATaw026_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_026-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_026-Ex1-lcwgs.2.fq.gz
SneATaw027_Ex1_L3 HF37FDSX5:3 illumina historical/Sne-ATaw_027-Ex1-lcwgs.1.fq.gz historical/Sne-ATaw_027-Ex1-lcwgs.2.fq.gz
