pos	3pG>A
1	0.0113727374659619
2	0.0132690563696244
3	0.0113671546729179
4	0.0112014873344178
5	0.00937112407552024
6	0.00910441324452537
7	0.00821892648881951
8	0.00841933731667572
9	0.00804781626506024
10	0.00847376484105707
11	0.00737012403379471
12	0.0073092114223453
13	0.00774840474020055
14	0.00864995582011812
15	0.00722825839887257
16	0.00780420226275687
17	0.00728000728000728
18	0.00738073807380738
19	0.00689592181577385
20	0.00700880711947249
21	0.00727489019033675
22	0.0071509906627192
23	0.00629513053138308
24	0.00671140939597315
25	0.00653564039872108
