Sample	Unique Reads	Duplicate Reads
Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r1	2039405.0	92872.0
Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r2	2063971.0	68306.0
Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r1	246480.0	2886.0
Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r2	246987.0	2379.0
Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r1	1286897.0	21805.0
Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r2	1291349.0	17353.0
Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r1	104306.0	956.0
Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r2	104569.0	693.0
Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r1	535340.0	11119.0
Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r2	537387.0	9072.0
Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r1	2224769.0	85197.0
Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r2	2235717.0	74249.0
Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r1	14889.0	89.0
Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r2	14919.0	59.0
Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r1	784053.0	21248.0
Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r2	788513.0	16788.0
Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r1	823459.0	34995.0
Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r2	831289.0	27165.0
Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r1	13131.0	82.0
Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r2	13152.0	61.0
Och-ACat_009-Ex1-9A-lcwgs-2-1.clmp.r1	402881.0	12492.0
Och-ACat_009-Ex1-9A-lcwgs-2-1.clmp.r2	405273.0	10100.0
Och-ACat_010-Ex1-10A-lcwgs-2-1.clmp.r1	148075.0	3283.0
Och-ACat_010-Ex1-10A-lcwgs-2-1.clmp.r2	148780.0	2578.0
Och-ACat_011-Ex1-11A-lcwgs-2-1.clmp.r1	2169538.0	109574.0
Och-ACat_011-Ex1-11A-lcwgs-2-1.clmp.r2	2182522.0	96590.0
Och-ACat_012-Ex1-12A-lcwgs-2-1.clmp.r1	1505236.0	71487.0
Och-ACat_012-Ex1-12A-lcwgs-2-1.clmp.r2	1517656.0	59067.0
Och-ACat_013-Ex1-1B-lcwgs-2-1.clmp.r1	2196038.0	87747.0
Och-ACat_013-Ex1-1B-lcwgs-2-1.clmp.r2	2208562.0	75223.0
Och-ACat_014-Ex1-2B-lcwgs-2-1.clmp.r1	2288229.0	79320.0
Och-ACat_014-Ex1-2B-lcwgs-2-1.clmp.r2	2300725.0	66824.0
Och-ACat_015-Ex1-3B-lcwgs-2-1.clmp.r1	1348549.0	38362.0
Och-ACat_015-Ex1-3B-lcwgs-2-1.clmp.r2	1355956.0	30955.0
Och-ACat_015-Ex1-5A-lcwgs-1-1.clmp.r1	15417.0	97.0
Och-ACat_015-Ex1-5A-lcwgs-1-1.clmp.r2	15448.0	66.0
Och-ACat_016-Ex1-4B-lcwgs-2-1.clmp.r1	2058907.0	46460.0
Och-ACat_016-Ex1-4B-lcwgs-2-1.clmp.r2	2066406.0	38961.0
Och-ACat_017-Ex1-5B-lcwgs-2-1.clmp.r1	3711784.0	106816.0
Och-ACat_017-Ex1-5B-lcwgs-2-1.clmp.r2	3727752.0	90848.0
Och-ACat_018-Ex1-6B-lcwgs-2-1.clmp.r1	1531909.0	51654.0
Och-ACat_018-Ex1-6B-lcwgs-2-1.clmp.r2	1538845.0	44718.0
Och-ACat_019-Ex1-7B-lcwgs-2-1.clmp.r1	2329375.0	68926.0
Och-ACat_019-Ex1-7B-lcwgs-2-1.clmp.r2	2338798.0	59503.0
Och-ACat_020-Ex1-8B-lcwgs-2-1.clmp.r1	1100575.0	18849.0
Och-ACat_020-Ex1-8B-lcwgs-2-1.clmp.r2	1103989.0	15435.0
Och-ACat_021-Ex1-9B-lcwgs-2-1.clmp.r1	2576289.0	149573.0
Och-ACat_021-Ex1-9B-lcwgs-2-1.clmp.r2	2592816.0	133046.0
Och-ACat_022-Ex1-10B-lcwgs-2-1.clmp.r1	2280797.0	119708.0
Och-ACat_022-Ex1-10B-lcwgs-2-1.clmp.r2	2295382.0	105123.0
Och-ACat_023-Ex1-11B-lcwgs-2-1.clmp.r1	2278707.0	85508.0
Och-ACat_023-Ex1-11B-lcwgs-2-1.clmp.r2	2288158.0	76057.0
Och-ACat_024-Ex1-12B-lcwgs-2-1.clmp.r1	2209154.0	129486.0
Och-ACat_024-Ex1-12B-lcwgs-2-1.clmp.r2	2242183.0	96457.0
Och-ACat_025-Ex1-1C-lcwgs-2-1.clmp.r1	2272039.0	67168.0
Och-ACat_025-Ex1-1C-lcwgs-2-1.clmp.r2	2280639.0	58568.0
Och-ACat_026-Ex1-2C-lcwgs-2-1.clmp.r1	3724762.0	89176.0
Och-ACat_026-Ex1-2C-lcwgs-2-1.clmp.r2	3735503.0	78435.0
Och-ACat_027-Ex1-3C-lcwgs-2-1.clmp.r1	2601846.0	89353.0
Och-ACat_027-Ex1-3C-lcwgs-2-1.clmp.r2	2617171.0	74028.0
Och-ACat_028-Ex1-4C-lcwgs-2-1.clmp.r1	158303.0	2251.0
Och-ACat_028-Ex1-4C-lcwgs-2-1.clmp.r2	158892.0	1662.0
Och-ACat_029-Ex1-5C-lcwgs-2-1.clmp.r1	270733.0	3353.0
Och-ACat_029-Ex1-5C-lcwgs-2-1.clmp.r2	271473.0	2613.0
Och-ACat_030-Ex1-6C-lcwgs-2-1.clmp.r1	1967906.0	51700.0
Och-ACat_030-Ex1-6C-lcwgs-2-1.clmp.r2	1974579.0	45027.0
Och-ACat_031-Ex1-7C-lcwgs-2-1.clmp.r1	2885013.0	84254.0
Och-ACat_031-Ex1-7C-lcwgs-2-1.clmp.r2	2895597.0	73670.0
Och-ACat_032-Ex1-7B-lcwgs-1-1.clmp.r1	10221.0	41.0
Och-ACat_032-Ex1-7B-lcwgs-1-1.clmp.r2	10238.0	24.0
Och-ACat_032-Ex1-8C-lcwgs-2-1.clmp.r1	999301.0	18078.0
Och-ACat_032-Ex1-8C-lcwgs-2-1.clmp.r2	1002792.0	14587.0
Och-ACat_033-Ex1-9C-lcwgs-2-1.clmp.r1	1540593.0	34961.0
Och-ACat_033-Ex1-9C-lcwgs-2-1.clmp.r2	1546510.0	29044.0
