Sequence_Name	Extraction_ID
PlA0100401A_1	Pli-AMvi_004-Ex1-1A-lcwgs-1-1
PlA0100801B_1	Pli-AMvi_008-Ex1-1B-lcwgs-1-1
PlA0101801C_1	Pli-AMvi_018-Ex1-1C-lcwgs-1-1
PlA0102801D_1	Pli-AMvi_028-Ex1-1D-lcwgs-1-1
PlA0104601E_1	Pli-AMvi_046-Ex1-1E-lcwgs-1-1
PlA0106801E_1	Pli-AMvi_068-Ex1-1E-lcwgs-1-1
PlA0105801F_1	Pli-AMvi_058-Ex1-1F-lcwgs-1-1
PlA0107001G_1	Pli-AMvi_070-Ex1-1G-lcwgs-1-1
PlA0108201H_1	Pli-AMvi_082-Ex1-1H-lcwgs-1-1
PlA0100502A_1	Pli-AMvi_005-Ex1-2A-lcwgs-1-1
PlA0100902B_1	Pli-AMvi_009-Ex1-2B-lcwgs-1-1
PlA0101902C_1	Pli-AMvi_019-Ex1-2C-lcwgs-1-1
PlA0102902D_1	Pli-AMvi_029-Ex1-2D-lcwgs-1-1
PlA0104702E_1	Pli-AMvi_047-Ex1-2E-lcwgs-1-1
PlA0105902F_1	Pli-AMvi_059-Ex1-2F-lcwgs-1-1
PlA0107102G_1	Pli-AMvi_071-Ex1-2G-lcwgs-1-1
PlA0108302H_1	Pli-AMvi_083-Ex1-2H-lcwgs-1-1
PlA0100603A_1	Pli-AMvi_006-Ex1-3A-lcwgs-1-1
PlA0101603B_1	Pli-AMvi_016-Ex1-3B-lcwgs-1-1
PlA0102003C_1	Pli-AMvi_020-Ex1-3C-lcwgs-1-1
PlA0103003D_1	Pli-AMvi_030-Ex1-3D-lcwgs-1-1
PlA0104803E_1	Pli-AMvi_048-Ex1-3E-lcwgs-1-1
PlA0106003F_1	Pli-AMvi_060-Ex1-3F-lcwgs-1-1
PlA0107203G_1	Pli-AMvi_072-Ex1-3G-lcwgs-1-1
PlA0108403H_1	Pli-AMvi_084-Ex1-3H-lcwgs-1-1
PlA0100704A_1	Pli-AMvi_007-Ex1-4A-lcwgs-1-1
PlA0101704B_1	Pli-AMvi_017-Ex1-4B-lcwgs-1-1
PlA0102104C_1	Pli-AMvi_021-Ex1-4C-lcwgs-1-1
PlA0103104D_1	Pli-AMvi_031-Ex1-4D-lcwgs-1-1
PlA0104904E_1	Pli-AMvi_049-Ex1-4E-lcwgs-1-1
PlA0106104F_1	Pli-AMvi_061-Ex1-4F-lcwgs-1-1
PlA0107304G_1	Pli-AMvi_073-Ex1-4G-lcwgs-1-1
PlA0108504H_1	Pli-AMvi_085-Ex1-4H-lcwgs-1-1
PlA0104005A_1	Pli-AMvi_040-Ex1-5A-lcwgs-1-1
PlA0104205B_1	Pli-AMvi_042-Ex1-5B-lcwgs-1-1
PlA0103205C_1	Pli-AMvi_032-Ex1-5C-lcwgs-1-1
PlA0104405D_1	Pli-AMvi_044-Ex1-5D-lcwgs-1-1
