samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
SfaABas001_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_001_Ex1_L3_1.fq.gz historical/Sfa-ABas_001_Ex1_L3_2.fq.gz
SfaABas002_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_002_Ex1_L3_1.fq.gz historical/Sfa-ABas_002_Ex1_L3_2.fq.gz
SfaABas003_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_003_Ex1_L3_1.fq.gz historical/Sfa-ABas_003_Ex1_L3_2.fq.gz
SfaABas004_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_004_Ex1_L3_1.fq.gz historical/Sfa-ABas_004_Ex1_L3_2.fq.gz
SfaABas005_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_005_Ex1_L3_1.fq.gz historical/Sfa-ABas_005_Ex1_L3_2.fq.gz
SfaABas006_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_006_Ex1_L3_1.fq.gz historical/Sfa-ABas_006_Ex1_L3_2.fq.gz
SfaABas007_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_007_Ex1_L3_1.fq.gz historical/Sfa-ABas_007_Ex1_L3_2.fq.gz
SfaABas008_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_008_Ex1_L3_1.fq.gz historical/Sfa-ABas_008_Ex1_L3_2.fq.gz
SfaABas009_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_009_Ex1_L3_1.fq.gz historical/Sfa-ABas_009_Ex1_L3_2.fq.gz
SfaABas010_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_010_Ex1_L3_1.fq.gz historical/Sfa-ABas_010_Ex1_L3_2.fq.gz
SfaABas013_Ex1_L3 HK7K2DSX3:3 illumina historical/Sfa-ABas_013_Ex1_L3_1.fq.gz historical/Sfa-ABas_013_Ex1_L3_2.fq.gz
