Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Pba-ABir_001-Ex1-7H-lcwgs-1-1.clmp.r1	Pba-ABir_001-Ex1-7H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	692270.0	0.0	33-150	41.0	97.03868200983943	113.08503474078033	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pba-ABir_001-Ex1-7H-lcwgs-1-1.clmp.r2	Pba-ABir_001-Ex1-7H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	692270.0	0.0	33-150	41.0	97.21647729477634	113.06339289583543	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pba-ABir_002-Ex1-8H-lcwgs-1-1.clmp.r1	Pba-ABir_002-Ex1-8H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1497387.0	0.0	33-150	35.0	96.38843516368999	113.21443020408218	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
Pba-ABir_002-Ex1-8H-lcwgs-1-1.clmp.r2	Pba-ABir_002-Ex1-8H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1497387.0	0.0	33-150	35.0	96.5831593850305	113.2009246774548	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
Pba-ABir_003-Ex1-9H-lcwgs-1-1.clmp.r1	Pba-ABir_003-Ex1-9H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	640024.0	0.0	33-150	41.0	96.90478590965654	117.26892897766334	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pba-ABir_003-Ex1-9H-lcwgs-1-1.clmp.r2	Pba-ABir_003-Ex1-9H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	640024.0	0.0	33-150	41.0	97.16604204519413	117.25466701248703	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pba-ABir_004-Ex1-10H-lcwgs-1-1.clmp.r1	Pba-ABir_004-Ex1-10H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	397669.0	0.0	33-150	36.0	96.65812806743492	112.79201295549817	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Pba-ABir_004-Ex1-10H-lcwgs-1-1.clmp.r2	Pba-ABir_004-Ex1-10H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	397669.0	0.0	33-150	36.0	96.90356483378227	112.77588144914489	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Pba-ABir_005-Ex1-11H-lcwgs-1-1.clmp.r1	Pba-ABir_005-Ex1-11H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1164171.0	0.0	33-150	41.0	97.3187459168825	105.06952157372069	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pba-ABir_005-Ex1-11H-lcwgs-1-1.clmp.r2	Pba-ABir_005-Ex1-11H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1164171.0	0.0	33-150	41.0	97.49478281748057	105.05908410362395	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
