Sample	command
Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r1r2_fastp	fastp --in1 fq_fp1_clmp/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r1.fq.gz --in2 fq_fp1_clmp/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r2.fq.gz --out1 fq_fp1_clmp_fp2/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_r1.fq.gz --out2 fq_fp1_clmp_fp2/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_r2.fq.gz --unpaired1 fq_fp1_clmp_fp2/failed/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_unprd.fq.gz --unpaired2 fq_fp1_clmp_fp2/failed/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_unprd.fq.gz --failed_out fq_fp1_clmp_fp2/failed/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_fail.fq.gz -h fq_fp1_clmp_fp2/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r1r2_fastp.html -j fq_fp1_clmp_fp2/Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.r1r2_fastp.json --detect_adapter_for_pe --trim_front1 0 --trim_front2 0 --length_required 33 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim R1R2 
