Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Hte-ABur_001-Ex1-1A-lcwgs-1-T.1	Hte-ABur_001-Ex1-1A-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	100490.0	0.0	150.0	47.0	57.39974126778784	150.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
Hte-ABur_001-Ex1-1A-lcwgs-1-T.2	Hte-ABur_001-Ex1-1A-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	100490.0	0.0	150.0	47.0	60.04378545128869	150.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
Hte-ABur_002-Ex1-1B-lcwgs-1-T.1	Hte-ABur_002-Ex1-1B-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15945.0	0.0	150.0	48.0	39.25995609909062	150.0	pass	fail	fail	warn	fail	fail	pass	pass	fail	fail	fail
Hte-ABur_002-Ex1-1B-lcwgs-1-T.2	Hte-ABur_002-Ex1-1B-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15945.0	0.0	150.0	47.0	41.0598933835058	150.0	pass	fail	warn	warn	fail	fail	pass	pass	fail	fail	fail
Hte-ABur_003-Ex1-1C-lcwgs-1-T.1	Hte-ABur_003-Ex1-1C-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	130016.0	0.0	150.0	56.0	47.102664287472315	150.0	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Hte-ABur_003-Ex1-1C-lcwgs-1-T.2	Hte-ABur_003-Ex1-1C-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	130016.0	0.0	150.0	56.0	48.872446468127	150.0	pass	warn	warn	warn	fail	fail	pass	pass	fail	fail	fail
Hte-ABur_004-Ex1-1D-lcwgs-1-T.1	Hte-ABur_004-Ex1-1D-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2463472.0	0.0	150.0	45.0	66.7173766717387	150.0	pass	warn	warn	pass	fail	fail	pass	pass	warn	fail	fail
Hte-ABur_004-Ex1-1D-lcwgs-1-T.2	Hte-ABur_004-Ex1-1D-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2463472.0	0.0	150.0	45.0	67.90820057656306	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	fail	fail
Hte-ABur_005-Ex1-1E-lcwgs-1-T.1	Hte-ABur_005-Ex1-1E-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9369.0	0.0	150.0	47.0	64.26512968299711	150.0	pass	fail	fail	pass	fail	fail	pass	pass	warn	fail	fail
Hte-ABur_005-Ex1-1E-lcwgs-1-T.2	Hte-ABur_005-Ex1-1E-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9369.0	0.0	150.0	47.0	66.20770626534316	150.0	pass	fail	fail	pass	fail	fail	pass	pass	warn	fail	fail
