Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Adu-AGui_001-Ex1-1A-lcwgs-1-1.1	24.399161587165025	54.0	150.0	45.45454545454545	136711.0
Adu-AGui_001-Ex1-1A-lcwgs-1-1.2	24.430924965774267	57.0	150.0	45.45454545454545	136711.0
Adu-AGui_002-Ex1-2A-lcwgs-1-1.1	13.897459672330982	49.0	150.0	45.45454545454545	312851.0
Adu-AGui_002-Ex1-2A-lcwgs-1-1.2	13.097879011973191	49.0	150.0	45.45454545454545	312851.0
Adu-AGui_003-Ex1-3A-lcwgs-1-1.1	36.2612169661462	53.0	150.0	45.45454545454545	681742.0
Adu-AGui_003-Ex1-3A-lcwgs-1-1.2	33.85006109460342	54.0	150.0	36.36363636363637	681742.0
Adu-AGui_004-Ex1-4A-lcwgs-1-1.1	8.586544521524814	49.0	150.0	36.36363636363637	846819.0
Adu-AGui_004-Ex1-4A-lcwgs-1-1.2	8.51596026997315	48.0	150.0	36.36363636363637	846819.0
Adu-AGui_005-Ex1-5A-lcwgs-1-1.1	34.0066674379309	53.0	150.0	45.45454545454545	783826.0
Adu-AGui_005-Ex1-5A-lcwgs-1-1.2	32.13659059836414	55.0	150.0	36.36363636363637	783826.0
Adu-AGui_006-Ex1-6A-lcwgs-1-1.1	10.538877280825616	51.0	150.0	45.45454545454545	417129.0
Adu-AGui_006-Ex1-6A-lcwgs-1-1.2	10.5880844708755	50.0	150.0	45.45454545454545	417129.0
Adu-AGui_007-Ex1-7A-lcwgs-1-1.1	23.953869617906292	46.0	150.0	36.36363636363637	3569148.0
Adu-AGui_007-Ex1-7A-lcwgs-1-1.2	22.689985769738755	46.0	150.0	36.36363636363637	3569148.0
Adu-AGui_008-Ex1-8A-lcwgs-1-1.1	38.406513734534784	51.0	150.0	45.45454545454545	1692558.0
Adu-AGui_008-Ex1-8A-lcwgs-1-1.2	35.90967987080634	52.0	150.0	36.36363636363637	1692558.0
Adu-AGui_009-Ex1-9A-lcwgs-1-1.1	10.601921095982334	49.0	150.0	36.36363636363637	639803.0
Adu-AGui_009-Ex1-9A-lcwgs-1-1.2	10.309054646304048	49.0	150.0	45.45454545454545	639803.0
Adu-AGui_010-Ex1-10A-lcwgs-1-1.1	27.697471280902406	52.0	150.0	45.45454545454545	701678.0
