Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sfa-ABas_001_Ex1_L3_clmp.r1	Sfa-ABas_001_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21872322.0	0.0	33-150	44.0	95.30294397011538	122.90752467890698	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_001_Ex1_L3_clmp.r2	Sfa-ABas_001_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21872322.0	0.0	33-150	44.0	94.86461204335122	122.90858204263817	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sfa-ABas_002_Ex1_L3_clmp.r1	Sfa-ABas_002_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20695349.0	0.0	33-150	44.0	94.28149373772263	126.77123458995545	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_002_Ex1_L3_clmp.r2	Sfa-ABas_002_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20695349.0	0.0	33-150	44.0	93.61243880541971	126.76398914558048	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sfa-ABas_003_Ex1_L3_clmp.r1	Sfa-ABas_003_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20013450.0	0.0	33-150	43.0	95.40012221983348	124.08238464632535	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_003_Ex1_L3_clmp.r2	Sfa-ABas_003_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20013450.0	0.0	33-150	43.0	94.78479539395066	124.07709130609665	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_004_Ex1_L3_clmp.r1	Sfa-ABas_004_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18714744.0	0.0	33-150	41.0	95.87123081115368	122.63885746981097	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_004_Ex1_L3_clmp.r2	Sfa-ABas_004_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18714744.0	0.0	33-150	41.0	95.32538264861041	122.63543674441927	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_005_Ex1_L3_clmp.r1	Sfa-ABas_005_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21481118.0	0.0	33-150	43.0	95.98889902596675	119.7042024535222	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_005_Ex1_L3_clmp.r2	Sfa-ABas_005_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21481118.0	0.0	33-150	43.0	95.35313962059885	119.70279503143179	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_006_Ex1_L3_clmp.r1	Sfa-ABas_006_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16983360.0	0.0	33-150	43.0	95.20052894484667	121.46790658621144	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sfa-ABas_006_Ex1_L3_clmp.r2	Sfa-ABas_006_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16983360.0	0.0	33-150	43.0	94.51597646499663	121.46195523147362	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sfa-ABas_007_Ex1_L3_clmp.r1	Sfa-ABas_007_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16640632.0	0.0	33-150	44.0	92.99866511791555	125.4237101090872	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_007_Ex1_L3_clmp.r2	Sfa-ABas_007_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16640632.0	0.0	33-150	44.0	91.91079328944345	125.4196257089274	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sfa-ABas_008_Ex1_L3_clmp.r1	Sfa-ABas_008_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18461828.0	0.0	33-150	44.0	89.11182291399969	130.9954452506003	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sfa-ABas_008_Ex1_L3_clmp.r2	Sfa-ABas_008_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18461828.0	0.0	33-150	44.0	87.76853623056046	130.9843218125529	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sfa-ABas_009_Ex1_L3_clmp.r1	Sfa-ABas_009_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19455735.0	0.0	33-150	45.0	90.53534228950228	129.2138337102145	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_009_Ex1_L3_clmp.r2	Sfa-ABas_009_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19455735.0	0.0	33-150	45.0	89.83298929961919	129.21893909430818	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sfa-ABas_010_Ex1_L3_clmp.r1	Sfa-ABas_010_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19044493.0	0.0	33-150	42.0	95.74563985754607	126.22777209138621	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Sfa-ABas_010_Ex1_L3_clmp.r2	Sfa-ABas_010_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19044493.0	0.0	33-150	42.0	95.24907815356734	126.2277905744196	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sfa-ABas_013_Ex1_L3_clmp.r1	Sfa-ABas_013_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20120108.0	0.0	33-150	45.0	93.65876425043244	128.80607897333354	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sfa-ABas_013_Ex1_L3_clmp.r2	Sfa-ABas_013_Ex1_L3_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20120108.0	0.0	33-150	45.0	92.75501777939658	128.79865451020441	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sfa-ABas_014_Ex1_L3_clmp.r1	Sfa-ABas_014_Ex1_L3_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13864197.0	0.0	33-150	46.0	92.47915989086447	128.16002751547745	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
