Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Pbb-AGal_001-Ex1-12E-lcwgs-1-1.clmp.r1r2_fastp	573432.0	0.0	0.0	12170.0	0.0
Pbb-AGal_002-Ex1-12F-lcwgs-1-1.clmp.r1r2_fastp	4662740.0	0.0	0.0	130316.0	0.0
Pbb-AGal_003-Ex1-12G-lcwgs-1-1.clmp.r1r2_fastp	8124774.0	0.0	0.0	132820.0	0.0
Pbb-AGal_004-Ex1-12H-lcwgs-1-1.clmp.r1r2_fastp	5239664.0	0.0	0.0	91322.0	0.0
Pbb-AGal_005-Ex1-1A-lcwgs-1-1.clmp.r1r2_fastp	3569348.0	0.0	0.0	117564.0	0.0
Pbb-AGal_006-Ex1-1B-lcwgs-1-1.clmp.r1r2_fastp	33092926.0	0.0	0.0	789978.0	0.0
Pbb-AGal_007-Ex1-1C-lcwgs-1-1.clmp.r1r2_fastp	30365166.0	0.0	0.0	657786.0	0.0
Pbb-AGal_008-Ex1-1D-lcwgs-1-1.clmp.r1r2_fastp	5721272.0	0.0	0.0	148910.0	0.0
Pbb-AGal_009-Ex1-1E-lcwgs-1-1.clmp.r1r2_fastp	53221736.0	0.0	0.0	1319708.0	0.0
Pbb-AGal_010-Ex1-1F-lcwgs-1-1.clmp.r1r2_fastp	11310074.0	0.0	0.0	315274.0	0.0
Pbb-AGal_011-Ex1-1G-lcwgs-1-1.clmp.r1r2_fastp	100970386.0	0.0	0.0	2535498.0	0.0
Pbb-AGal_012-Ex1-1H-lcwgs-1-1.clmp.r1r2_fastp	440314.0	0.0	0.0	13052.0	0.0
Pbb-AGal_013-Ex1-2A-lcwgs-1-1.clmp.r1r2_fastp	35006.0	0.0	0.0	968.0	0.0
Pbb-AGal_014-Ex1-2B-lcwgs-1-1.clmp.r1r2_fastp	79882.0	0.0	0.0	2562.0	0.0
Pbb-AGal_015-Ex1-2C-lcwgs-1-1.clmp.r1r2_fastp	80138.0	0.0	0.0	2490.0	0.0
Pbb-AGal_016-Ex1-2D-lcwgs-1-1.clmp.r1r2_fastp	85898.0	0.0	0.0	2668.0	0.0
Pbb-AGal_017-Ex1-2E-lcwgs-1-1.clmp.r1r2_fastp	160264.0	0.0	0.0	5622.0	0.0
Pbb-AGal_018-Ex1-2F-lcwgs-1-1.clmp.r1r2_fastp	36336.0	0.0	0.0	1096.0	0.0
Pbb-AGal_019-Ex1-2G-lcwgs-1-1.clmp.r1r2_fastp	138870.0	0.0	0.0	4140.0	0.0
Pbb-AGal_020-Ex1-2H-lcwgs-1-1.clmp.r1r2_fastp	52889578.0	0.0	0.0	1249242.0	0.0
Pbb-AGal_021-Ex1-3A-lcwgs-1-1.clmp.r1r2_fastp	19534700.0	0.0	0.0	575586.0	0.0
Pbb-AGal_022-Ex1-3B-lcwgs-1-1.clmp.r1r2_fastp	27302538.0	0.0	0.0	739130.0	0.0
Pbb-AGal_023-Ex1-3C-lcwgs-1-1.clmp.r1r2_fastp	109015074.0	0.0	0.0	2676938.0	0.0
Pbb-AGal_024-Ex1-3D-lcwgs-1-1.clmp.r1r2_fastp	84303188.0	0.0	0.0	2196656.0	0.0
Pbb-AGal_025-Ex1-3E-lcwgs-1-1.clmp.r1r2_fastp	111924126.0	0.0	0.0	3047338.0	0.0
Pbb-AGal_026-Ex1-3F-lcwgs-1-1.clmp.r1r2_fastp	52859938.0	0.0	0.0	1156540.0	0.0
Pbb-AGal_027-Ex1-3G-lcwgs-1-1.clmp.r1r2_fastp	41982396.0	0.0	0.0	995182.0	0.0
Pbb-AGal_028-Ex1-3H-lcwgs-1-1.clmp.r1r2_fastp	56482630.0	0.0	0.0	1343726.0	0.0
Pbb-AGal_029-Ex1-4A-lcwgs-1-1.clmp.r1r2_fastp	42469748.0	0.0	0.0	1009630.0	0.0
Pbb-AGal_030-Ex1-4B-lcwgs-1-1.clmp.r1r2_fastp	86468334.0	0.0	0.0	2223718.0	0.0
Pbb-AGal_031-Ex1-4C-lcwgs-1-1.clmp.r1r2_fastp	17550122.0	0.0	0.0	392906.0	0.0
Pbb-AGal_032-Ex1-4D-lcwgs-1-1.clmp.r1r2_fastp	53856056.0	0.0	0.0	1255486.0	0.0
Pbb-AGal_033-Ex1-4E-lcwgs-1-1.clmp.r1r2_fastp	94643098.0	0.0	0.0	2247804.0	0.0
Pbb-AGal_034-Ex1-4F-lcwgs-1-1.clmp.r1r2_fastp	47327914.0	0.0	0.0	1154798.0	0.0
Pbb-AGal_035-Ex1-4G-lcwgs-1-1.clmp.r1r2_fastp	40675164.0	0.0	0.0	969148.0	0.0
Pbb-AGal_036-Ex1-4H-lcwgs-1-1.clmp.r1r2_fastp	32035472.0	0.0	0.0	770514.0	0.0
Pbb-CGal_001-Ex1-5A-lcwgs-1-1.clmp.r1r2_fastp	10419656.0	0.0	0.0	251284.0	0.0
Pbb-CGal_002-Ex1-5B-lcwgs-1-1.clmp.r1r2_fastp	23425934.0	0.0	0.0	612074.0	0.0
Pbb-CGal_003-Ex1-5C-lcwgs-1-1.clmp.r1r2_fastp	6616718.0	0.0	0.0	146420.0	0.0
Pbb-CGal_004-Ex1-5D-lcwgs-1-1.clmp.r1r2_fastp	6540474.0	0.0	0.0	161660.0	0.0
Pbb-CGal_005-Ex1-5E-lcwgs-1-1.clmp.r1r2_fastp	5741530.0	0.0	0.0	141570.0	0.0
Pbb-CGal_006-Ex1-5F-lcwgs-1-1.clmp.r1r2_fastp	4618462.0	0.0	0.0	105642.0	0.0
Pbb-CGal_007-Ex1-5G-lcwgs-1-1.clmp.r1r2_fastp	8430174.0	0.0	0.0	208732.0	0.0
Pbb-CGal_008-Ex1-5H-lcwgs-4-1.clmp.r1r2_fastp	9329332.0	0.0	0.0	213952.0	0.0
Pbb-CVer_009-Ex1-6A-lcwgs-1-1.clmp.r1r2_fastp	8426362.0	0.0	0.0	209824.0	0.0
Pbb-CVer_010-Ex1-6B-lcwgs-1-1.clmp.r1r2_fastp	12762706.0	0.0	0.0	342280.0	0.0
Pbb-CVer_011-Ex1-6C-lcwgs-1-1.clmp.r1r2_fastp	14205912.0	0.0	0.0	410024.0	0.0
Pbb-CVer_012-Ex1-6D-lcwgs-1-1.clmp.r1r2_fastp	14727542.0	0.0	0.0	388650.0	0.0
Pbb-CVer_013-Ex1-6E-lcwgs-1-1.clmp.r1r2_fastp	6131226.0	0.0	0.0	163538.0	0.0
Pbb-CVer_014-Ex1-6F-lcwgs-1-1.clmp.r1r2_fastp	8259684.0	0.0	0.0	223686.0	0.0
Pbb-CVer_015-Ex1-6G-lcwgs-1-1.clmp.r1r2_fastp	7721420.0	0.0	0.0	196686.0	0.0
Pbb-CVer_016-Ex1-6H-lcwgs-1-1.clmp.r1r2_fastp	10698602.0	0.0	0.0	289732.0	0.0
Pbb-CVer_017-Ex1-7A-lcwgs-1-1.clmp.r1r2_fastp	7052756.0	0.0	0.0	159064.0	0.0
Pbb-CVer_018-Ex1-7B-lcwgs-1-1.clmp.r1r2_fastp	11632978.0	0.0	0.0	291890.0	0.0
Pbb-CVer_019-Ex1-7C-lcwgs-1-1.clmp.r1r2_fastp	4586726.0	0.0	0.0	108054.0	0.0
Pbb-CVer_020-Ex1-7D-lcwgs-1-1.clmp.r1r2_fastp	5786166.0	0.0	0.0	138870.0	0.0
Pbb-CVer_021-Ex1-7E-lcwgs-1-1.clmp.r1r2_fastp	9637652.0	0.0	0.0	231878.0	0.0
Pbb-CVer_022-Ex1-7F-lcwgs-1-1.clmp.r1r2_fastp	7259612.0	0.0	0.0	153724.0	0.0
Pbb-CVer_023-Ex1-7G-lcwgs-1-1.clmp.r1r2_fastp	11036310.0	0.0	0.0	257404.0	0.0
Pbb-CVer_024-Ex1-7H-lcwgs-1-1.clmp.r1r2_fastp	15281046.0	0.0	0.0	378612.0	0.0
Pbb-CVer_025-Ex1-8A-lcwgs-1-1.clmp.r1r2_fastp	12067512.0	0.0	0.0	288490.0	0.0
Pbb-CVer_026-Ex1-8B-lcwgs-1-1.clmp.r1r2_fastp	11941202.0	0.0	0.0	293506.0	0.0
Pbb-CVer_027-Ex1-8C-lcwgs-1-1.clmp.r1r2_fastp	5744536.0	0.0	0.0	157228.0	0.0
Pbb-CVer_028-Ex1-8D-lcwgs-1-1.clmp.r1r2_fastp	5743422.0	0.0	0.0	152170.0	0.0
Pbb-CVer_029-Ex1-8E-lcwgs-1-1.clmp.r1r2_fastp	14141974.0	0.0	0.0	376638.0	0.0
Pbb-CVer_030-Ex1-8F-lcwgs-1-1.clmp.r1r2_fastp	11231510.0	0.0	0.0	279690.0	0.0
Pbb-CVer_031-Ex1-8G-lcwgs-1-1.clmp.r1r2_fastp	10202236.0	0.0	0.0	286150.0	0.0
Pbb-CVer_032-Ex1-8H-lcwgs-1-1.clmp.r1r2_fastp	12992746.0	0.0	0.0	341536.0	0.0
