Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Pbb-AGal_001-Ex1-12E-lcwgs-1-1	2.84485	0.955922	57722251.0	0.481409	92.20241594792317	81.53309048591707
Pbb-AGal_002-Ex1-12F-lcwgs-1-1	16.5977	0.936236	638596547.0	0.530258	91.10619913784438	60.407361891052815
Pbb-AGal_003-Ex1-12G-lcwgs-1-1	2.9607	0.96789	796528775.0	0.409239	84.52068615249024	85.75253844348208
Pbb-AGal_004-Ex1-12H-lcwgs-1-1	5.00924	0.964331	536836029.0	0.430006	86.5383186860034	84.90481746450587
Pbb-AGal_005-Ex1-1A-lcwgs-1-1	18.7082	0.955532	545752168.0	0.532853	92.33441345818557	75.71945670570425
Pbb-AGal_006-Ex1-1B-lcwgs-1-1	8.624089999999999	0.963549	3779309330.0	0.472386	95.2579120531628	91.2415487356063
Pbb-AGal_007-Ex1-1C-lcwgs-1-1	4.35802	0.969289	2927363521.0	0.482102	96.23106323851786	97.63616224391741
Pbb-AGal_008-Ex1-1D-lcwgs-1-1	7.4109300000000005	0.960702	609196669.0	0.510626	39.901239113956386	65.21585091597328
Pbb-AGal_009-Ex1-1E-lcwgs-1-1	9.78327	0.963818	6333240871.0	0.490736	95.63891443116106	91.82226536714862
Pbb-AGal_010-Ex1-1F-lcwgs-1-1	22.5966	0.95965	1550735048.0	0.508437	95.57122669993532	78.26645373092238
Pbb-AGal_011-Ex1-1G-lcwgs-1-1	7.33892	0.964341	12530328833.0	0.470365	95.692565605316	91.43146329084725
Pbb-AGal_012-Ex1-1H-lcwgs-1-1	0.669054	0.958348	38652869.0	0.473579	88.51750726450422	89.308975952775
Pbb-AGal_013-Ex1-2A-lcwgs-1-1	0.9210309999999999	0.956022	3118321.0	0.475723	90.62686567164178	90.21144278606965
Pbb-AGal_014-Ex1-2B-lcwgs-1-1	0.935354	0.954551	7147210.0	0.469263	90.23353190019857	89.69610636277304
Pbb-AGal_015-Ex1-2C-lcwgs-1-1	0.8477190000000001	0.958422	6886904.0	0.464454	91.84111412805466	92.08417272488396
Pbb-AGal_016-Ex1-2D-lcwgs-1-1	0.962751	0.956129	7438758.0	0.474037	88.8474074074074	90.49679012345679
Pbb-AGal_017-Ex1-2E-lcwgs-1-1	0.7768660000000001	0.951974	13977048.0	0.47568	89.29327574525745	89.79029048102981
Pbb-AGal_018-Ex1-2F-lcwgs-1-1	0.891228	0.95462	3313416.0	0.474247	91.12782679974927	88.50474950576209
Pbb-AGal_019-Ex1-2G-lcwgs-1-1	0.707007	0.95735	12265279.0	0.46312	90.4315360986939	89.79534500412058
Pbb-AGal_020-Ex1-2H-lcwgs-1-1	11.2511	0.962279	6505587133.0	0.465611	93.98706938705126	89.32267096418634
Pbb-AGal_021-Ex1-3A-lcwgs-1-1	23.3828	0.959683	2708358462.0	0.486832	90.65345006816878	87.85575537572348
Pbb-AGal_022-Ex1-3B-lcwgs-1-1	10.1281	0.95888	3173551277.0	0.48256	90.95147501542195	87.93910461365076
Pbb-AGal_023-Ex1-3C-lcwgs-1-1	5.14272	0.965722	11864802400.0	0.454994	91.76428862873182	93.36347544084269
Pbb-AGal_024-Ex1-3D-lcwgs-1-1	6.93276	0.964664	9352767599.0	0.48051	88.44764541135312	91.7298733224766
