Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Sfa-ABas_001_Ex1_L3_clmp.r1r2_fastp	43618444.0	0.0	0.0	126200.0	0.0
Sfa-ABas_002_Ex1_L3_clmp.r1r2_fastp	41266544.0	0.0	0.0	124154.0	0.0
Sfa-ABas_003_Ex1_L3_clmp.r1r2_fastp	39912614.0	0.0	0.0	114286.0	0.0
Sfa-ABas_004_Ex1_L3_clmp.r1r2_fastp	37317662.0	0.0	0.0	111826.0	0.0
Sfa-ABas_005_Ex1_L3_clmp.r1r2_fastp	42834956.0	0.0	0.0	127280.0	0.0
Sfa-ABas_006_Ex1_L3_clmp.r1r2_fastp	33869930.0	0.0	0.0	96790.0	0.0
Sfa-ABas_007_Ex1_L3_clmp.r1r2_fastp	33170390.0	0.0	0.0	110874.0	0.0
Sfa-ABas_008_Ex1_L3_clmp.r1r2_fastp	36788270.0	0.0	0.0	135386.0	0.0
Sfa-ABas_009_Ex1_L3_clmp.r1r2_fastp	38778302.0	0.0	0.0	133168.0	0.0
Sfa-ABas_010_Ex1_L3_clmp.r1r2_fastp	37971280.0	0.0	0.0	117706.0	0.0
Sfa-ABas_013_Ex1_L3_clmp.r1r2_fastp	40113742.0	0.0	0.0	126474.0	0.0
Sfa-ABas_014_Ex1_L3_clmp.r1r2_fastp	27642174.0	0.0	0.0	86220.0	0.0
Sfa-ABas_016_Ex1_L3_clmp.r1r2_fastp	35692338.0	0.0	0.0	127612.0	0.0
Sfa-ABas_017_Ex1_L3_clmp.r1r2_fastp	34900650.0	0.0	0.0	114988.0	0.0
Sfa-ABas_018_Ex1_L3_clmp.r1r2_fastp	36134866.0	0.0	0.0	120594.0	0.0
Sfa-ABas_019_Ex1_L3_clmp.r1r2_fastp	36347892.0	0.0	0.0	118236.0	0.0
Sfa-ABas_020_Ex1_L3_clmp.r1r2_fastp	25608428.0	0.0	0.0	102778.0	0.0
Sfa-ABas_021_Ex1_L3_clmp.r1r2_fastp	14638886.0	0.0	0.0	46374.0	0.0
Sfa-ABas_022_Ex1_L3_clmp.r1r2_fastp	36841646.0	0.0	0.0	117830.0	0.0
Sfa-ABas_023_Ex1_L3_clmp.r1r2_fastp	30943490.0	0.0	0.0	99504.0	0.0
Sfa-ABas_024_Ex1_L3_clmp.r1r2_fastp	28854168.0	0.0	0.0	107904.0	0.0
Sfa-ABas_025_Ex1_L3_clmp.r1r2_fastp	34508972.0	0.0	0.0	101190.0	0.0
Sfa-ABas_026_Ex1_L3_clmp.r1r2_fastp	42758840.0	0.0	0.0	137056.0	0.0
