#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.97695	0.02153	0.00000	0.00000	0.00000	0.00152
2	0.97568	0.02280	0.00000	0.00000	0.00000	0.00152
3	0.98024	0.01824	0.00000	0.00000	0.00000	0.00152
4	0.98354	0.01469	0.00025	0.00025	0.00000	0.00152
5	0.98328	0.01494	0.00000	0.00025	0.00000	0.00152
6	0.98506	0.01266	0.00000	0.00076	0.00000	0.00152
7	0.98328	0.01520	0.00000	0.00000	0.00000	0.00152
8	0.98303	0.01520	0.00000	0.00025	0.00000	0.00152
9	0.98556	0.01190	0.00025	0.00101	0.00000	0.00152
10	0.98759	0.01013	0.00025	0.00076	0.00000	0.00152
11	0.98632	0.01114	0.00000	0.00127	0.00000	0.00127
12	0.98480	0.01266	0.00000	0.00127	0.00000	0.00127
13	0.98734	0.01013	0.00127	0.00127	0.00000	0.00127
14	0.98835	0.00937	0.00000	0.00101	0.00000	0.00127
15	0.98784	0.00963	0.00000	0.00127	0.00000	0.00127
16	0.98658	0.01114	0.00000	0.00101	0.00000	0.00127
17	0.98987	0.00836	0.00000	0.00076	0.00000	0.00101
18	0.98734	0.01140	0.00025	0.00025	0.00000	0.00101
19	0.98961	0.00912	0.00025	0.00025	0.00000	0.00101
20	0.98784	0.01114	0.00000	0.00000	0.00000	0.00101
21	0.98987	0.00912	0.00025	0.00000	0.00000	0.00101
22	0.99088	0.00760	0.00000	0.00051	0.00000	0.00101
23	0.98886	0.00963	0.00025	0.00051	0.00000	0.00101
24	0.98987	0.00861	0.00000	0.00051	0.00000	0.00101
25	0.98961	0.00861	0.00025	0.00076	0.00000	0.00101
26	0.98936	0.00861	0.00000	0.00101	0.00000	0.00101
27	0.99037	0.00785	0.00025	0.00076	0.00000	0.00101
28	0.98810	0.01013	0.00000	0.00076	0.00000	0.00101
29	0.99189	0.00659	0.00000	0.00051	0.00000	0.00101
30	0.99139	0.00709	0.00000	0.00051	0.00000	0.00101
31	0.99063	0.00760	0.00025	0.00076	0.00000	0.00101
32	0.98961	0.00887	0.00000	0.00051	0.00000	0.00101
33	0.99012	0.00811	0.00000	0.00076	0.00000	0.00101
34	0.98911	0.00963	0.00051	0.00025	0.00000	0.00101
35	0.99011	0.00837	0.00025	0.00076	0.00000	0.00076
36	0.99087	0.00786	0.00000	0.00051	0.00000	0.00076
37	0.99290	0.00609	0.00000	0.00025	0.00000	0.00076
38	0.99315	0.00584	0.00000	0.00025	0.00000	0.00076
39	0.99212	0.00737	0.00051	0.00000	0.00000	0.00051
40	0.99110	0.00788	0.00000	0.00051	0.00000	0.00051
41	0.99109	0.00840	0.00025	0.00000	0.00000	0.00051
42	0.99261	0.00662	0.00000	0.00025	0.00000	0.00051
43	0.99439	0.00536	0.00000	0.00000	0.00000	0.00026
44	0.99080	0.00843	0.00026	0.00051	0.00000	0.00026
45	0.99131	0.00793	0.00026	0.00051	0.00000	0.00026
46	0.99334	0.00614	0.00000	0.00026	0.00000	0.00026
47	0.99206	0.00768	0.00000	0.00000	0.00000	0.00026
48	0.99231	0.00744	0.00077	0.00000	0.00000	0.00026
49	0.99050	0.00924	0.00000	0.00000	0.00000	0.00026
50	0.99280	0.00694	0.00000	0.00000	0.00000	0.00026
51	0.99201	0.00747	0.00026	0.00026	0.00000	0.00026
52	0.99329	0.00620	0.00000	0.00026	0.00000	0.00026
53	0.99276	0.00698	0.00000	0.00000	0.00000	0.00026
54	0.99118	0.00856	0.00026	0.00000	0.00000	0.00026
55	0.99325	0.00649	0.00000	0.00000	0.00000	0.00026
56	0.99246	0.00676	0.00000	0.00052	0.00000	0.00026
57	0.99035	0.00861	0.00000	0.00078	0.00000	0.00026
58	0.99243	0.00653	0.00000	0.00078	0.00000	0.00026
59	0.99267	0.00707	0.00000	0.00000	0.00000	0.00026
60	0.99056	0.00891	0.00000	0.00026	0.00000	0.00026
61	0.99028	0.00920	0.00026	0.00026	0.00000	0.00026
62	0.99183	0.00817	0.00000	0.00000	0.00000	0.00000
63	0.99313	0.00687	0.00000	0.00000	0.00000	0.00000
64	0.99207	0.00793	0.00026	0.00000	0.00000	0.00000
65	0.99231	0.00769	0.00000	0.00000	0.00000	0.00000
66	0.99176	0.00824	0.00053	0.00000	0.00000	0.00000
67	0.99226	0.00774	0.00000	0.00000	0.00000	0.00000
68	0.99252	0.00748	0.00000	0.00000	0.00000	0.00000
69	0.99197	0.00803	0.00000	0.00000	0.00000	0.00000
70	0.99061	0.00939	0.00000	0.00000	0.00000	0.00000
71	0.99356	0.00644	0.00000	0.00000	0.00000	0.00000
72	0.99327	0.00673	0.00000	0.00000	0.00000	0.00000
73	0.99407	0.00593	0.00000	0.00000	0.00000	0.00000
74	0.99055	0.00918	0.00000	0.00027	0.00000	0.00000
75	0.99051	0.00922	0.00000	0.00000	0.00000	0.00027
76	0.99075	0.00925	0.00000	0.00000	0.00000	0.00000
77	0.99345	0.00655	0.00000	0.00000	0.00000	0.00000
78	0.98960	0.01013	0.00000	0.00027	0.00000	0.00000
79	0.99205	0.00795	0.00000	0.00000	0.00000	0.00000
80	0.99231	0.00769	0.00027	0.00000	0.00000	0.00000
