pos	3pG>A
1	0.036144578313253
2	0.026865671641791
3	0.0184049079754601
4	0.0116279069767442
5	0.0221606648199446
6	0.0110803324099723
7	0.0122282608695652
8	0.020671834625323
9	0.0177595628415301
10	0.0175438596491228
11	0.023936170212766
12	0.0121951219512195
13	0.0139470013947001
14	0.013986013986014
15	0.00938337801608579
16	0.0149659863945578
17	0.0178571428571429
18	0.0224887556221889
19	0.0106382978723404
20	0.0154277699859748
21	0.0120320855614973
22	0.00960219478737997
23	0.0134770889487871
24	0.019471488178025
25	0.00922266139657444
