#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4516827	4159031	92.07	7620	0.17	2678	0.06	28748	0.64	318750	7.06
Ecoli	4516827	4516824	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	4516827	4516827	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4516827	4516825	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	4516827	4469425	98.95	8	0.00	2	0.00	1219	0.03	46173	1.02
Bacteria_24k	4516827	4343344	96.16	740	0.02	600	0.01	16590	0.37	155553	3.44
Protists_1k	4516827	4080076	90.32	23330	0.52	45457	1.01	10615	0.24	357349	7.91
Viruses	4516827	4323374	95.71	309	0.01	93	0.00	17537	0.39	175514	3.89
Fungi_RefSeq_release	4516827	4186596	92.68	4352	0.10	1033	0.02	30558	0.68	294288	6.52
Coral	4516827	4311980	95.46	818	0.02	609	0.01	26985	0.60	176435	3.91
Bird	4516827	4261133	94.34	3281	0.07	518	0.01	34146	0.76	217749	4.82
Plant	4516827	4263143	94.38	1183	0.03	280	0.01	23918	0.53	228303	5.05

%Hit_no_genomes: 89.52
