Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Pba-ABir_001-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	686096	13494.0	1.98	0.0	0.0	0.0	0.0	41.0	0.01	1287.0	0.19	8528.0	1.24	19255.0	2.8099999999999996	6570.0	0.9600000000000001	13491.0	1.96	7402.0	1.08	10537.0	1.53	6876.0	1.01	663729	96.74
Pba-ABir_001-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	686096	13332.0	1.94	2.0	0.0	0.0	0.0	50.0	0.01	1276.0	0.19	8389.0	1.23	19199.0	2.8	6516.0	0.9500000000000001	13405.0	1.96	7254.0	1.06	10538.0	1.54	6772.0	0.99	663797	96.75
Pba-ABir_002-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	1485006	32815.0	2.2	1.0	0.0	0.0	0.0	15.0	0.0	2714.0	0.19	18494.0	1.25	49638.0	3.3499999999999996	13412.0	0.9	30218.0	2.03	17187.0	1.15	23861.0	1.61	15801.0	1.06	1425011	95.96
Pba-ABir_002-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	1485006	32670.0	2.2	3.0	0.0	0.0	0.0	11.0	0.0	2597.0	0.18	18270.0	1.23	49179.0	3.3099999999999996	13194.0	0.88	29949.0	2.01	16858.0	1.13	23462.0	1.58	15647.0	1.05	1425308	95.98
Pba-ABir_003-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	634518	16519.0	2.61	1.0	0.0	0.0	0.0	181.0	0.03	1521.0	0.24000000000000002	11045.0	1.75	23250.0	3.67	8152.0	1.28	16652.0	2.62	9406.0	1.48	13367.0	2.11	8726.0	1.3699999999999999	608439	95.89
Pba-ABir_003-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	634518	16530.0	2.6100000000000003	1.0	0.0	0.0	0.0	184.0	0.03	1502.0	0.24000000000000002	10931.0	1.72	23298.0	3.67	8105.0	1.28	16680.0	2.63	9334.0	1.4700000000000002	13247.0	2.1	8682.0	1.3699999999999999	608439	95.89
Pba-ABir_004-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	394125	12594.0	3.19	4.0	0.0	0.0	0.0	14.0	0.0	1009.0	0.26	7831.0	1.98	18021.0	4.58	5579.0	1.42	12282.0	3.12	7018.0	1.77	10206.0	2.6	6485.0	1.64	373551	94.78
Pba-ABir_004-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	394125	12479.0	3.17	3.0	0.0	0.0	0.0	16.0	0.0	951.0	0.24	7672.0	1.9500000000000002	17808.0	4.51	5512.0	1.4	12179.0	3.0900000000000003	6903.0	1.75	10004.0	2.5300000000000002	6406.0	1.62	373709	94.82
Pba-ABir_005-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	1154125	34658.0	3.0	3.0	0.0	0.0	0.0	147.0	0.01	3055.0	0.26	21116.0	1.82	49108.0	4.26	16058.0	1.38	34952.0	3.04	18733.0	1.6199999999999999	27788.0	2.4099999999999997	18040.0	1.56	1099419	95.26
Pba-ABir_005-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	1154125	34452.0	2.98	0.0	0.0	0.0	0.0	143.0	0.01	2917.0	0.25	20486.0	1.78	48989.0	4.24	15981.0	1.38	34710.0	3.02	18400.0	1.5899999999999999	27328.0	2.3699999999999997	17734.0	1.54	1099650	95.28
Pba-ABir_006-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	1309883	29951.0	2.29	2.0	0.0	0.0	0.0	93.0	0.01	3481.0	0.26	20137.0	1.54	43771.0	3.3400000000000003	14974.0	1.14	29634.0	2.27	17240.0	1.31	23475.0	1.79	16351.0	1.25	1259059	96.12
