Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Pba-AGal_003-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	3855.0	14056.0	1863.0	1200.0	752.0	140.0	141.0	80.0	8.0	0.0	67683.0	1194591.0
Pba-AGal_004-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	4766.0	14305.0	1531.0	1179.0	788.0	133.0	146.0	70.0	1.0	0.0	74002.0	1228940.0
Pba-AGal_004-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	4694.0	14609.0	1677.0	1217.0	739.0	152.0	163.0	77.0	2.0	0.0	73193.0	1229338.0
Pba-AGal_005-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	6072.0	29385.0	2828.0	2322.0	1480.0	296.0	322.0	147.0	2.0	0.0	130553.0	2251864.0
Pba-AGal_005-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	5986.0	29487.0	2828.0	2277.0	1390.0	347.0	289.0	138.0	8.0	0.0	129202.0	2253319.0
Pba-AGal_006-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	3346.0	28244.0	3148.0	2385.0	1472.0	407.0	406.0	114.0	3.0	0.0	73351.0	3112130.0
Pba-AGal_006-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	3399.0	28149.0	3007.0	2378.0	1456.0	418.0	413.0	113.0	7.0	0.0	72568.0	3113098.0
Pba-AGal_007-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	3846.0	44224.0	4912.0	3704.0	2493.0	683.0	631.0	196.0	4.0	0.0	109850.0	5209348.0
Pba-AGal_007-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	3796.0	44386.0	4976.0	3701.0	2366.0	589.0	591.0	189.0	19.0	0.0	108854.0	5210424.0
Pba-AGal_008-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	1768.0	13284.0	1054.0	1020.0	756.0	99.0	68.0	97.0	0.0	0.0	63577.0	1474891.0
Pba-AGal_008-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	1738.0	12804.0	1003.0	990.0	740.0	83.0	83.0	107.0	1.0	0.0	63395.0	1475670.0
Pba-AGal_009-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	2236.0	18524.0	1850.0	1532.0	1054.0	184.0	211.0	91.0	3.0	0.0	59240.0	1986416.0
Pba-AGal_009-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	2246.0	18387.0	1812.0	1528.0	1027.0	232.0	201.0	80.0	4.0	0.0	58994.0	1986830.0
Pba-AGal_010-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	5613.0	23062.0	1864.0	1777.0	1037.0	193.0	268.0	142.0	0.0	0.0	110875.0	1794002.0
Pba-AGal_010-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	5523.0	23292.0	1874.0	1791.0	1043.0	198.0	269.0	118.0	2.0	0.0	110140.0	1794583.0
Pba-AGal_011-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	7034.0	13127.0	2013.0	1086.0	648.0	99.0	101.0	86.0	0.0	0.0	54802.0	1539760.0
Pba-AGal_011-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	6983.0	13056.0	2055.0	1040.0	699.0	86.0	130.0	90.0	0.0	0.0	54047.0	1540570.0
Pba-AGal_013-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	7211.0	7677.0	907.0	691.0	453.0	51.0	45.0	46.0	2.0	0.0	51343.0	798813.0
Pba-AGal_013-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	7259.0	7759.0	855.0	649.0	478.0	46.0	42.0	55.0	3.0	0.0	50933.0	799160.0
Pba-AGal_014-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	6165.0	10909.0	1117.0	860.0	530.0	68.0	74.0	77.0	0.0	0.0	51226.0	1271619.0
Pba-AGal_014-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	6138.0	10958.0	1111.0	809.0	568.0	81.0	80.0	77.0	3.0	0.0	50664.0	1272156.0
Pba-AGal_015-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	22091.0	13830.0	14669.0	1114.0	681.0	101.0	99.0	96.0	0.0	0.0	80662.0	1368260.0
Pba-AGal_015-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	21635.0	13878.0	14706.0	1045.0	641.0	90.0	91.0	91.0	2.0	0.0	79662.0	1369762.0
Pba-AGal_016-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	40313.0	2704.0	9560.0	1170.0	19.0	11.0	6.0	31.0	0.0	0.0	19931.0	130025.0
Pba-AGal_016-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	39881.0	2767.0	9575.0	1130.0	24.0	13.0	4.0	33.0	1.0	0.0	18952.0	131390.0
Pba-AGal_017-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	17494.0	25631.0	5135.0	2479.0	1326.0	289.0	284.0	118.0	4.0	0.0	158439.0	1489275.0
Pba-AGal_017-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	17363.0	25447.0	5318.0	2526.0	1341.0	340.0	294.0	110.0	9.0	0.0	157091.0	1490635.0
Pba-AGal_018-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	34770.0	2578.0	1886.0	441.0	27.0	5.0	5.0	20.0	0.0	0.0	19580.0	98641.0
Pba-AGal_018-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	34524.0	2473.0	1885.0	436.0	24.0	10.0	3.0	24.0	3.0	0.0	19014.0	99557.0
Pba-AGal_019-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	2676.0	11609.0	2164.0	993.0	663.0	200.0	219.0	61.0	0.0	0.0	25732.0	1489122.0
Pba-AGal_019-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	2642.0	11641.0	2134.0	1019.0	647.0	180.0	188.0	36.0	1.0	0.0	25369.0	1489582.0
Pba-AGal_020-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	42868.0	18759.0	2452.0	1394.0	919.0	221.0	243.0	90.0	2.0	0.0	49106.0	3081004.0
Pba-AGal_020-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	41701.0	18792.0	2404.0	1429.0	915.0	235.0	224.0	86.0	2.0	0.0	48667.0	3082603.0
Pba-AMar_001-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	944.0	6089.0	786.0	495.0	380.0	90.0	85.0	27.0	0.0	0.0	23695.0	703082.0
Pba-AMar_001-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	872.0	6107.0	797.0	530.0	386.0	70.0	85.0	27.0	1.0	0.0	23348.0	703450.0
Pba-AMar_002-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	2347.0	9261.0	2591.0	862.0	615.0	130.0	108.0	57.0	0.0	0.0	50526.0	1014752.0
Pba-AMar_002-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	2400.0	9160.0	2631.0	854.0	627.0	116.0	114.0	55.0	3.0	0.0	50213.0	1015076.0
Pba-AMar_003-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	185.0	2184.0	211.0	172.0	112.0	21.0	28.0	10.0	0.0	0.0	9836.0	237407.0
Pba-AMar_003-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	187.0	2162.0	237.0	168.0	128.0	25.0	23.0	14.0	0.0	0.0	9690.0	237532.0
Pba-AMar_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	1180.0	6496.0	718.0	568.0	455.0	71.0	60.0	41.0	3.0	0.0	27040.0	1022079.0
Pba-AMar_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	1206.0	6414.0	660.0	523.0	458.0	73.0	57.0	48.0	0.0	0.0	26981.0	1022291.0
Pba-AMar_005-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	400.0	2469.0	301.0	201.0	129.0	34.0	28.0	9.0	2.0	0.0	8631.0	289865.0
Pba-AMar_005-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	390.0	2334.0	275.0	204.0	112.0	34.0	41.0	4.0	0.0	0.0	8659.0	290016.0
Pba-AMar_006-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	154.0	150.0	12.0	7.0	6.0	3.0	0.0	2.0	0.0	0.0	1137.0	16725.0
Pba-AMar_006-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	159.0	157.0	14.0	5.0	13.0	2.0	0.0	2.0	1.0	0.0	1121.0	16722.0
Pba-AMar_007-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	3718.0	1654.0	232.0	158.0	108.0	29.0	25.0	22.0	0.0	0.0	7415.0	252789.0
Pba-AMar_007-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	3664.0	1737.0	237.0	138.0	100.0	35.0	40.0	26.0	1.0	0.0	7357.0	252815.0
Pba-AMar_008-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	2327.0	27165.0	2798.0	2191.0	1526.0	291.0	278.0	130.0	17.0	0.0	94656.0	3211578.0
Pba-AMar_008-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	2238.0	27172.0	2738.0	2193.0	1463.0	277.0	313.0	126.0	7.0	0.0	94183.0	3212247.0
Pba-AMar_009-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	6301.0	23188.0	2746.0	1961.0	1258.0	359.0	317.0	132.0	4.0	0.0	77324.0	2528015.0
Pba-AMar_009-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	6236.0	23479.0	2702.0	1935.0	1282.0	358.0	287.0	127.0	2.0	0.0	76917.0	2528280.0
Pba-AMar_010-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	3002.0	14808.0	1527.0	1121.0	837.0	171.0	154.0	64.0	5.0	0.0	62025.0	1557719.0
Pba-AMar_010-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	3065.0	14713.0	1581.0	1140.0	828.0	181.0	158.0	69.0	3.0	0.0	61483.0	1558212.0
Pba-AMar_011-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	1523.0	18013.0	1839.0	1523.0	1015.0	230.0	195.0	97.0	9.0	0.0	77345.0	1851924.0
Pba-AMar_011-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	1542.0	18127.0	1787.0	1463.0	986.0	195.0	180.0	93.0	4.0	0.0	77021.0	1852315.0
Pba-AMar_012-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	496.0	2457.0	381.0	202.0	135.0	28.0	27.0	12.0	0.0	0.0	6193.0	439410.0
Pba-AMar_012-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	505.0	2527.0	384.0	202.0	149.0	35.0	39.0	14.0	0.0	0.0	6076.0	439410.0
Pba-AMar_013-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	429.0	4431.0	388.0	349.0	302.0	36.0	30.0	31.0	0.0	0.0	18425.0	659627.0
Pba-AMar_013-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	410.0	4524.0	415.0	349.0	296.0	47.0	26.0	26.0	1.0	0.0	18395.0	659559.0
Pba-AMar_014-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	789.0	8178.0	927.0	631.0	476.0	97.0	98.0	37.0	2.0	0.0	30350.0	936872.0
Pba-AMar_014-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	776.0	8367.0	899.0	670.0	441.0	96.0	112.0	50.0	0.0	0.0	30174.0	936872.0
Pba-APal_001-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	3960.0	19224.0	2641.0	1842.0	1392.0	289.0	286.0	93.0	3.0	0.0	58179.0	2729681.0
Pba-APal_001-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	4013.0	19206.0	2680.0	1798.0	1388.0	310.0	275.0	96.0	6.0	0.0	57856.0	2729962.0
Pba-APal_002-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	2696.0	16016.0	2136.0	1480.0	1212.0	183.0	198.0	89.0	6.0	0.0	73494.0	1968376.0
Pba-APal_002-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	2701.0	16205.0	2097.0	1518.0	1152.0	189.0	180.0	103.0	2.0	0.0	72744.0	1968995.0
Pba-APal_003-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	7216.0	17721.0	4447.0	1744.0	1206.0	259.0	216.0	127.0	2.0	0.0	94766.0	2014971.0
Pba-APal_003-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	7192.0	17854.0	4445.0	1770.0	1184.0	274.0	185.0	129.0	4.0	0.0	93596.0	2016042.0
Pba-APal_004-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	3375.0	14178.0	2222.0	1428.0	1077.0	223.0	185.0	74.0	2.0	0.0	66405.0	1812074.0
Pba-APal_004-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	3316.0	14200.0	2189.0	1384.0	1080.0	203.0	183.0	75.0	6.0	0.0	65772.0	1812835.0
Pba-APal_005-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	14218.0	21202.0	3527.0	2033.0	1513.0	283.0	290.0	127.0	4.0	0.0	115628.0	2782364.0
Pba-APal_005-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	14182.0	21244.0	3551.0	2030.0	1564.0	278.0	302.0	128.0	6.0	0.0	114069.0	2783835.0
Pba-APal_006-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	4689.0	16281.0	2258.0	1547.0	1162.0	231.0	212.0	80.0	0.0	0.0	77978.0	2031304.0
Pba-APal_006-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	4651.0	16422.0	2184.0	1520.0	1104.0	243.0	212.0	87.0	1.0	0.0	77160.0	2032158.0
Pba-APal_007-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	4356.0	16353.0	2416.0	1602.0	1254.0	234.0	184.0	95.0	1.0	0.0	89191.0	1903262.0
Pba-APal_007-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	4286.0	16501.0	2425.0	1527.0	1201.0	209.0	162.0	94.0	6.0	0.0	88064.0	1904473.0
Pba-APal_008-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	9194.0	13331.0	2231.0	1363.0	1019.0	180.0	160.0	67.0	0.0	0.0	67824.0	1667446.0
Pba-APal_008-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	9221.0	13568.0	2246.0	1330.0	984.0	146.0	164.0	69.0	0.0	0.0	67465.0	1667622.0
Pba-APal_009-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	5203.0	16225.0	2045.0	1432.0	1158.0	181.0	190.0	89.0	0.0	0.0	89972.0	1848002.0
Pba-APal_009-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	5204.0	15731.0	2068.0	1403.0	1095.0	182.0	183.0	99.0	5.0	0.0	88954.0	1849573.0
Pba-APal_010-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	4607.0	15074.0	2111.0	1410.0	887.0	293.0	262.0	109.0	3.0	0.0	42860.0	1837034.0
Pba-APal_010-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	4596.0	15106.0	2157.0	1445.0	829.0	317.0	209.0	76.0	8.0	0.0	42301.0	1837606.0
Pba-ATat_001-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	2090.0	9842.0	953.0	811.0	538.0	128.0	142.0	57.0	1.0	0.0	23870.0	1669649.0
Pba-ATat_001-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	2038.0	9745.0	936.0	744.0	507.0	104.0	118.0	63.0	0.0	0.0	23836.0	1669990.0
Pba-ATat_002-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	390.0	1663.0	163.0	117.0	91.0	21.0	9.0	6.0	0.0	0.0	4888.0	267849.0
Pba-ATat_002-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	402.0	1709.0	168.0	151.0	104.0	21.0	14.0	9.0	1.0	0.0	4879.0	267739.0
Pba-ATat_003-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	2618.0	8907.0	1000.0	666.0	503.0	109.0	90.0	50.0	1.0	0.0	30081.0	1178889.0
Pba-ATat_003-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	2569.0	8863.0	979.0	695.0	472.0	102.0	106.0	52.0	1.0	0.0	30064.0	1179011.0
Pba-ATat_004-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	822.0	3432.0	379.0	263.0	239.0	32.0	40.0	24.0	0.0	0.0	11868.0	501030.0
Pba-ATat_004-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	848.0	3319.0	378.0	270.0	223.0	23.0	31.0	25.0	0.0	0.0	11878.0	501134.0
Pba-ATat_005-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	1329.0	7507.0	812.0	626.0	465.0	106.0	123.0	35.0	0.0	0.0	16025.0	1291378.0
Pba-ATat_005-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	1339.0	7415.0	821.0	603.0	468.0	106.0	117.0	43.0	1.0	0.0	15851.0	1291642.0
Pba-ATat_006-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	475.0	1644.0	174.0	148.0	125.0	16.0	24.0	9.0	0.0	0.0	4332.0	278904.0
Pba-ATat_006-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	491.0	1609.0	169.0	140.0	124.0	14.0	24.0	9.0	0.0	0.0	4367.0	278904.0
Pba-ATat_007-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	536.0	1566.0	203.0	140.0	128.0	14.0	14.0	12.0	0.0	0.0	6191.0	230409.0
Pba-ATat_007-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	536.0	1600.0	189.0	124.0	103.0	7.0	21.0	11.0	0.0	0.0	6141.0	230481.0
Pba-ATat_008-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	239.0	810.0	136.0	76.0	65.0	7.0	5.0	5.0	0.0	0.0	2510.0	146643.0
Pba-ATat_008-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	241.0	804.0	134.0	74.0	71.0	5.0	9.0	4.0	0.0	0.0	2481.0	146673.0
Pba-ATat_009-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	205.0	1040.0	101.0	84.0	61.0	9.0	18.0	7.0	0.0	0.0	2305.0	157072.0
Pba-ATat_009-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	211.0	1053.0	113.0	92.0	64.0	12.0	24.0	9.0	0.0	0.0	2284.0	157040.0
Pba-ATat_010-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	2642.0	9478.0	1155.0	724.0	621.0	100.0	111.0	61.0	1.0	0.0	27140.0	1599848.0
Pba-ATat_010-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	2565.0	9318.0	1111.0	735.0	644.0	103.0	106.0	42.0	2.0	0.0	27078.0	1600177.0
Pba-ATat_011-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	1571.0	4991.0	599.0	406.0	352.0	58.0	52.0	35.0	0.0	0.0	14676.0	783616.0
Pba-ATat_011-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	1568.0	4923.0	575.0	399.0	335.0	63.0	54.0	43.0	2.0	0.0	14697.0	783697.0
Pba-ATat_012-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	1257.0	7992.0	835.0	629.0	462.0	127.0	116.0	44.0	6.0	0.0	19000.0	1208047.0
Pba-ATat_012-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	1222.0	7884.0	801.0	586.0	427.0	126.0	102.0	36.0	3.0	0.0	19157.0	1208171.0
Pba-ATat_013-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	1092.0	8285.0	855.0	639.0	464.0	116.0	103.0	37.0	1.0	0.0	17533.0	1319222.0
Pba-ATat_013-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	1090.0	8140.0	854.0	659.0	422.0	111.0	108.0	41.0	6.0	0.0	17694.0	1319222.0
Pba-ATat_014-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	1967.0	7518.0	834.0	577.0	434.0	60.0	68.0	51.0	1.0	0.0	24943.0	1038851.0
Pba-ATat_014-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	1917.0	7561.0	780.0	503.0	439.0	70.0	58.0	45.0	3.0	0.0	24755.0	1039173.0
Pba-ATat_015-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	828.0	2308.0	332.0	190.0	157.0	33.0	24.0	22.0	0.0	0.0	9113.0	307357.0
Pba-ATat_015-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	840.0	2373.0	339.0	185.0	146.0	20.0	27.0	18.0	2.0	0.0	9025.0	307389.0
Pba-ATat_016-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	34.0	173.0	26.0	15.0	5.0	0.0	2.0	2.0	0.0	0.0	832.0	19972.0
Pba-ATat_016-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	33.0	180.0	28.0	17.0	6.0	3.0	2.0	0.0	0.0	0.0	806.0	19986.0
Pba-ATat_017-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	68.0	118.0	21.0	12.0	11.0	1.0	2.0	1.0	0.0	0.0	540.0	13967.0
Pba-ATat_017-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	65.0	116.0	16.0	14.0	7.0	1.0	0.0	0.0	0.0	0.0	527.0	13995.0
Pba-ATat_018-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	965.0	5332.0	519.0	425.0	317.0	59.0	72.0	21.0	1.0	0.0	12864.0	795872.0
Pba-ATat_018-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	981.0	5248.0	552.0	419.0	314.0	74.0	54.0	21.0	0.0	0.0	12667.0	796117.0
Pba-ATat_019-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	1455.0	7011.0	731.0	592.0	398.0	116.0	78.0	35.0	4.0	0.0	17950.0	977627.0
Pba-ATat_019-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	1499.0	7066.0	712.0	527.0	381.0	81.0	89.0	38.0	0.0	0.0	17775.0	977829.0
Pba-ATat_020-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	1772.0	5896.0	606.0	474.0	337.0	76.0	65.0	39.0	0.0	0.0	14801.0	877254.0
Pba-ATat_020-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	1788.0	5846.0	655.0	478.0	341.0	70.0	53.0	36.0	0.0	0.0	14618.0	877435.0
Pba-ATat_021-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	2193.0	6643.0	1034.0	534.0	422.0	63.0	85.0	29.0	0.0	0.0	17841.0	1008690.0
Pba-ATat_021-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	2223.0	6710.0	1005.0	515.0	388.0	74.0	71.0	30.0	0.0	0.0	17620.0	1008898.0
Pba-CCab_003-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	467.0	8641.0	1040.0	692.0	590.0	114.0	110.0	53.0	2.0	0.0	26518.0	1102877.0
Pba-CCab_003-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	467.0	8594.0	1012.0	761.0	554.0	113.0	108.0	45.0	3.0	0.0	26114.0	1103333.0
Pba-CCab_006-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	1856.0	6581.0	747.0	572.0	442.0	74.0	59.0	41.0	0.0	0.0	20331.0	891302.0
Pba-CCab_006-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	1881.0	6553.0	745.0	607.0	436.0	98.0	80.0	40.0	1.0	0.0	19801.0	891763.0
Pba-CCab_009-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	1100.0	14786.0	1743.0	1320.0	1130.0	185.0	160.0	91.0	3.0	0.0	48168.0	1993928.0
Pba-CCab_009-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	1108.0	14792.0	1706.0	1295.0	1060.0	179.0	158.0	88.0	1.0	0.0	47061.0	1995166.0
Pba-CCab_012-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	2841.0	12645.0	1296.0	1014.0	836.0	148.0	144.0	62.0	2.0	0.0	39472.0	1452130.0
Pba-CCab_012-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	2801.0	12457.0	1270.0	1046.0	816.0	154.0	145.0	72.0	1.0	0.0	38339.0	1453489.0
Pba-CCab_016-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	489.0	8742.0	1079.0	747.0	710.0	92.0	102.0	56.0	0.0	0.0	31994.0	1258082.0
Pba-CCab_016-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	434.0	8690.0	1020.0	774.0	647.0	116.0	101.0	65.0	0.0	0.0	31383.0	1258863.0
Pba-CCab_019-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	679.0	8451.0	1086.0	786.0	652.0	118.0	90.0	46.0	4.0	0.0	29899.0	1225187.0
Pba-CCab_019-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	673.0	8587.0	1006.0	836.0	598.0	130.0	77.0	70.0	1.0	0.0	28947.0	1226073.0
Pba-CCab_020-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	561.0	9218.0	1009.0	744.0	598.0	103.0	106.0	46.0	4.0	0.0	29203.0	1022142.0
Pba-CCab_020-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	565.0	9190.0	976.0	718.0	626.0	111.0	94.0	58.0	0.0	0.0	28829.0	1022567.0
Pba-CCab_021-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	1575.0	8808.0	1152.0	775.0	683.0	85.0	87.0	71.0	1.0	0.0	34551.0	1279636.0
Pba-CCab_021-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	1492.0	8767.0	1030.0	682.0	641.0	93.0	93.0	64.0	2.0	0.0	32933.0	1281627.0
Pba-CCab_023-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	843.0	12101.0	1437.0	1039.0	825.0	160.0	163.0	66.0	2.0	0.0	38418.0	1578581.0
Pba-CCab_023-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	841.0	11931.0	1443.0	1077.0	870.0	159.0	147.0	65.0	2.0	0.0	37702.0	1579398.0
Pba-CCab_024-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	795.0	10801.0	1327.0	959.0	859.0	144.0	148.0	82.0	0.0	0.0	40697.0	1460811.0
Pba-CCab_024-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	835.0	10822.0	1220.0	889.0	777.0	139.0	127.0	87.0	0.0	0.0	40006.0	1461721.0
Pba-CCab_026-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	571.0	10005.0	1050.0	869.0	728.0	137.0	127.0	52.0	0.0	0.0	30415.0	1241239.0
Pba-CCab_026-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	569.0	10148.0	1012.0	907.0	677.0	107.0	113.0	45.0	1.0	0.0	29990.0	1241624.0
