pos	5pC>T
1	0.0284441398217957
2	0.0295113691340106
3	0.0155537121526338
4	0.0147610121836926
5	0.0144362969752521
6	0.0159171298635675
7	0.0184790334044065
8	0.0146641438032167
9	0.0131698455949137
10	0.0190791147290766
11	0.0153949129852744
12	0.0143820224719101
13	0.0189757658893461
14	0.0126079850572029
15	0.0144694533762058
16	0.0159981451425922
17	0.0137142857142857
18	0.0144994246260069
19	0.0153197158081705
20	0.0141695702671312
21	0.0123399301513388
22	0.0111084849917277
23	0.0132269099201824
24	0.00987074030552291
25	0.016052880075543
