#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2320094	2124683	91.58	2393	0.10	543	0.02	11582	0.50	180893	7.80
Ecoli	2320094	2319899	99.99	0	0.00	0	0.00	18	0.00	177	0.01
PhiX	2320094	2320094	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2320094	2320088	100.00	0	0.00	0	0.00	1	0.00	5	0.00
Vectors	2320094	2253127	97.11	5	0.00	0	0.00	588	0.03	66374	2.86
Bacteria_24k	2320094	2181299	94.02	968	0.04	4096	0.18	6128	0.26	127603	5.50
Protists_1k	2320094	2081371	89.71	11442	0.49	22954	0.99	3909	0.17	200418	8.64
Viruses	2320094	2183015	94.09	114	0.00	53	0.00	5686	0.25	131226	5.66
Fungi_RefSeq_release	2320094	2131539	91.88	1443	0.06	341	0.01	11912	0.51	174859	7.54
Coral	2320094	2175530	93.76	198	0.01	127	0.01	9244	0.40	134995	5.82
Bird	2320094	2159621	93.08	1026	0.04	135	0.01	11981	0.52	147331	6.35
Plant	2320094	2164415	93.28	658	0.03	170	0.01	10129	0.44	144722	6.24

%Hit_no_genomes: 89.01
