#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5706306	5205167	91.22	10100	0.18	2395	0.04	20536	0.36	468108	8.20
Ecoli	5706306	5706292	100.00	0	0.00	0	0.00	8	0.00	6	0.00
PhiX	5706306	5706306	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5706306	5706299	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	5706306	5597539	98.10	7	0.00	0	0.00	773	0.01	107987	1.89
Bacteria_24k	5706306	5305078	92.97	5627	0.10	8177	0.14	12458	0.22	374966	6.57
Protists_1k	5706306	5131446	89.92	19923	0.35	40305	0.71	8947	0.16	505685	8.86
Viruses	5706306	5326604	93.35	191	0.00	53	0.00	11721	0.21	367737	6.44
Fungi_RefSeq_release	5706306	5220390	91.49	2725	0.05	573	0.01	20792	0.36	461826	8.09
Coral	5706306	5303933	92.94	329	0.01	226	0.00	17485	0.31	384333	6.74
Bird	5706306	5282568	92.58	1530	0.03	176	0.00	20041	0.35	401991	7.04
Plant	5706306	5286953	92.66	1066	0.02	269	0.00	17939	0.31	400079	7.01

%Hit_no_genomes: 89.23
