#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9184098	8195465	89.23	7515	0.08	1619	0.02	39367	0.43	940132	10.24
Ecoli	9184098	9183889	100.00	0	0.00	0	0.00	31	0.00	178	0.00
PhiX	9184098	9184098	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9184098	9184053	100.00	0	0.00	0	0.00	15	0.00	30	0.00
Vectors	9184098	8872203	96.60	9	0.00	1	0.00	1695	0.02	310190	3.38
Bacteria_24k	9184098	8367034	91.11	10968	0.12	18594	0.20	24803	0.27	762699	8.30
Protists_1k	9184098	8040542	87.55	39284	0.43	75737	0.82	17804	0.19	1010731	11.01
Viruses	9184098	8403776	91.50	253	0.00	106	0.00	20884	0.23	759079	8.27
Fungi_RefSeq_release	9184098	8208357	89.37	5110	0.06	1083	0.01	39553	0.43	929995	10.13
Coral	9184098	8364654	91.08	681	0.01	316	0.00	33809	0.37	784638	8.54
Bird	9184098	8325232	90.65	2621	0.03	360	0.00	37610	0.41	818275	8.91
Plant	9184098	8321685	90.60	2064	0.02	518	0.01	34528	0.38	825303	8.99

%Hit_no_genomes: 86.86
