#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2088281	1981550	94.88	1477	0.07	320	0.02	6642	0.32	98292	4.71
Ecoli	2088281	2088255	100.00	0	0.00	0	0.00	2	0.00	24	0.00
PhiX	2088281	2088281	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2088281	2088274	100.00	0	0.00	0	0.00	2	0.00	5	0.00
Vectors	2088281	2050809	98.21	5	0.00	0	0.00	242	0.01	37225	1.78
Bacteria_24k	2088281	2012480	96.38	703	0.03	1262	0.06	3410	0.16	70426	3.37
Protists_1k	2088281	1955023	93.62	7458	0.36	13877	0.66	2361	0.11	109562	5.25
Viruses	2088281	2013684	96.43	62	0.00	10	0.00	2976	0.14	71549	3.43
Fungi_RefSeq_release	2088281	1984386	95.02	944	0.05	211	0.01	6712	0.32	96028	4.60
Coral	2088281	2007912	96.16	131	0.01	65	0.00	4895	0.23	75278	3.60
Bird	2088281	2001283	95.84	446	0.02	54	0.00	5808	0.28	80690	3.86
Plant	2088281	2002557	95.90	387	0.02	97	0.00	5270	0.25	79970	3.83

%Hit_no_genomes: 93.23
