#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	29456	21272	72.22	234	0.79	63	0.21	123	0.42	7764	26.36
Ecoli	29456	29455	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	29456	29456	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	29456	29456	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	29456	25511	86.61	0	0.00	0	0.00	3	0.01	3942	13.38
Bacteria_24k	29456	21827	74.10	136	0.46	262	0.89	123	0.42	7108	24.13
Protists_1k	29456	20995	71.27	105	0.36	196	0.67	126	0.43	8034	27.27
Viruses	29456	22326	75.79	0	0.00	0	0.00	91	0.31	7039	23.90
Fungi_RefSeq_release	29456	21595	73.32	25	0.08	3	0.01	134	0.45	7699	26.14
Coral	29456	22183	75.31	5	0.02	1	0.00	138	0.47	7129	24.20
Bird	29456	22027	74.77	8	0.03	0	0.00	123	0.42	7298	24.78
Plant	29456	22008	74.71	3	0.01	2	0.01	140	0.48	7303	24.79

%Hit_no_genomes: 68.58
