#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2414719	1761101	72.93	37219	1.54	9536	0.39	10762	0.45	596101	24.69
Ecoli	2414719	2414619	100.00	0	0.00	0	0.00	23	0.00	77	0.00
PhiX	2414719	2414719	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2414719	2414690	100.00	0	0.00	0	0.00	7	0.00	22	0.00
Vectors	2414719	2112838	87.50	0	0.00	0	0.00	790	0.03	301091	12.47
Bacteria_24k	2414719	1797770	74.46	23239	0.96	44460	1.84	12899	0.53	536351	22.21
Protists_1k	2414719	1744680	72.25	10900	0.45	17375	0.72	18581	0.77	623183	25.81
Viruses	2414719	1887387	78.16	238	0.01	175	0.01	9273	0.38	517646	21.44
Fungi_RefSeq_release	2414719	1814706	75.15	2627	0.11	524	0.02	13091	0.54	583771	24.18
Coral	2414719	1872738	77.55	146	0.01	53	0.00	13423	0.56	528359	21.88
Bird	2414719	1862821	77.15	466	0.02	71	0.00	12586	0.52	538775	22.31
Plant	2414719	1859025	76.98	482	0.02	127	0.01	10989	0.46	544096	22.53

%Hit_no_genomes: 67.16
