#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	983058	902365	91.80	870	0.09	210	0.02	3976	0.40	75637	7.69
Ecoli	983058	983041	100.00	0	0.00	0	0.00	1	0.00	16	0.00
PhiX	983058	983058	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	983058	983057	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	983058	949456	96.59	0	0.00	1	0.00	244	0.02	33357	3.39
Bacteria_24k	983058	923608	93.95	182	0.02	577	0.06	2305	0.23	56386	5.74
Protists_1k	983058	888026	90.34	3933	0.40	7900	0.80	1299	0.13	81900	8.33
Viruses	983058	923667	93.97	39	0.00	14	0.00	2005	0.20	57333	5.83
Fungi_RefSeq_release	983058	904880	92.04	550	0.06	113	0.01	4027	0.41	73488	7.48
Coral	983058	920460	93.63	82	0.01	52	0.01	3287	0.33	59177	6.02
Bird	983058	915007	93.08	330	0.03	69	0.01	3976	0.40	63676	6.48
Plant	983058	916272	93.21	241	0.02	66	0.01	3482	0.35	62997	6.41

%Hit_no_genomes: 89.84
